model_name,sample_name,outcome,moderator,formula,term,coef,std_err,stat,p_value,ci_low,ci_high,nobs,rsquared,rsquared_adj,aic,bic
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),Intercept,-0.02376647117807038,0.160577768144298,-0.14800598770754747,0.8823380427826166,-0.3384931134587177,0.2909601711025769,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),C(year)[T.2015],-0.06300157698511863,0.14608877903825299,-0.43125541468603706,0.6662826650872721,-0.3493303224455244,0.2233271684752872,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),C(year)[T.2016],0.012424045271155955,0.13635221184713653,0.0911172991097824,0.9273993871195139,-0.2548213791616073,0.27966946970391926,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),C(year)[T.2017],0.036392689895362235,0.132118835462432,0.2754542133828488,0.782967298040087,-0.22255546929037776,0.29534084908110225,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),C(year)[T.2018],0.01431953857607461,0.13155846377561334,0.10884543772491957,0.9133250837932787,-0.2435303122855449,0.2721693894376941,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),C(year)[T.2019],-0.02676095171331651,0.13142117756901886,-0.20362739254305023,0.838644685452812,-0.2843417265544367,0.23081982312780366,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),C(year)[T.2020],-0.03254934719099991,0.1313021725835808,-0.24789648602562556,0.8042144988127724,-0.2898968765466807,0.22479818216468092,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),C(year)[T.2021],-0.03212718161946364,0.13126616730822865,-0.24474837864371538,0.8066512662259118,-0.2894041419322009,0.22514977869327357,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),C(year)[T.2022],0.15916475357485013,0.15392678660768613,1.0340289502730544,0.3011226293649846,-0.14252620443219702,0.4608557115818973,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
M35_LogRCR_CSCoreRefShare_Moderation,integration_base,Log_RCR,cs_core_reference_share,Log_RCR ~ HSS_Continuous * cs_core_reference_share + log_team_size + log_prior_knowledge + C(year) + C(arxiv_primary_category),C(year)[T.2023],0.18345029252015582,0.13650959087050477,1.343863763346707,0.17899244572767092,-0.08410358913033128,0.4510041741706429,14643.0,0.08398156886993802,0.07622137415756136,24477.12290243278,25418.495895317632
