model_label,sample,dependent_variable,formula,hss_variable_used,hss_scale_note,coef_hss,se_hss,t_hss,p_hss,ci_low_hss,ci_high_hss,effect_per_10pp_hss,std_beta_hss,nobs,r2,dv_mean,dv_sd,x_mean,x_sd,includes_log_refcount_control
M0_has_any_openalex_metrics,full_sample,has_any_openalex_metrics,has_any_openalex_metrics ~ _hss_main + log_team_size + log_prior_knowledge + C(_year_fe) + C(_field_fe),team_hss_dna_pct,kept_raw_scale,0.0012357479900084866,0.00010599814436126345,11.658203994560543,2.0839169256413357e-31,0.0010279954446323328,0.0014435005353846404,,0.032231149911382866,138829,0.30033394137544145,0.4084161090262121,0.49154260373470693,6.828379805372078,12.82056169777464,0
M1_usable_for_composition_analysis,full_sample,usable_for_composition_analysis,usable_for_composition_analysis ~ _hss_main + log_team_size + log_prior_knowledge + C(_year_fe) + C(_field_fe),team_hss_dna_pct,kept_raw_scale,-0.00018282377025211218,3.4784080476051215e-05,-5.2559609956625435,1.4725349901871925e-07,-0.0002509993152205154,-0.00011464822528370894,,-0.0077264061535968435,138829,0.6312964063383213,0.10254341672129022,0.3033626992603582,6.828379805372078,12.82056169777464,0
M2_reference_field_diversity,mechanism_sample,openalex_reference_field_diversity,openalex_reference_field_diversity ~ _hss_main + log_team_size + log_prior_knowledge + C(_year_fe) + C(_field_fe),team_hss_dna_pct,kept_raw_scale,0.02630232480744556,0.0021367298582835683,12.309616353924204,8.040447451824013e-35,0.022114411240518394,0.030490238374372727,,0.13601932945666448,14236,0.2141657168668223,2.728715931441416,1.6710157711906066,3.4580542287159313,8.64145836433884,0
M3_reference_entropy,mechanism_sample,openalex_reference_entropy,openalex_reference_entropy ~ _hss_main + log_team_size + log_prior_knowledge + C(_year_fe) + C(_field_fe),team_hss_dna_pct,kept_raw_scale,0.007773451663364269,0.0004827238357146214,16.103310191543574,2.418142841521452e-58,0.0068273303308845805,0.008719572995843956,,0.16825867567487404,14236,0.29963280834437644,0.4120581728789612,0.3992302841249206,3.4580542287159313,8.64145836433884,0
M4_hss_reference_share,mechanism_sample,hss_share_among_matched_refs,hss_share_among_matched_refs ~ _hss_main + log_team_size + log_prior_knowledge + C(_year_fe) + C(_field_fe),team_hss_dna_pct,kept_raw_scale,0.004685499693587272,0.00021195123797677922,22.106498354591363,2.7369836015074688e-108,0.004270082900674106,0.005100916486500438,,0.44065956576870785,14236,0.3434829957307002,0.03340847313689838,0.09188397044694781,3.4580542287159313,8.64145836433884,0
M5_cs_core_reference_share,mechanism_sample,cs_share_among_matched_refs,cs_share_among_matched_refs ~ _hss_main + log_team_size + log_prior_knowledge + C(_year_fe) + C(_field_fe),team_hss_dna_pct,kept_raw_scale,-0.0037065345778080107,0.000248500282923107,-14.915615122075804,2.608621581190074e-50,-0.004193586182485314,-0.003219482973130707,,-0.1234418890002059,14236,0.45020742484350484,0.8027373985053928,0.2594732184474003,3.4580542287159313,8.64145836433884,0
