author_id,active_phases,phases_count,total_papers_12y,avg_team_size_P1,avg_team_size_P2,avg_team_size_P3
https://openalex.org/A5065396778,Phase1 | Phase2 | Phase3,3,71,2.0,4.388888888888889,5.826923076923077
https://openalex.org/A5002795838,Phase1 | Phase2 | Phase3,3,71,3.0,4.230769230769231,6.568181818181818
https://openalex.org/A5108642431,Phase1 | Phase2 | Phase3,3,71,4.0,4.275,7.566666666666666
https://openalex.org/A5087554069,Phase1 | Phase2 | Phase3,3,71,11.0,5.448275862068965,6.25
https://openalex.org/A5089242165,Phase1 | Phase2 | Phase3,3,71,18.42105263157895,26.254901960784313,19.0
https://openalex.org/A5085608858,Phase1 | Phase2 | Phase3,3,70,5.666666666666667,6.03030303030303,9.676470588235293
https://openalex.org/A5101911374,Phase1 | Phase2 | Phase3,3,70,4.0,5.2727272727272725,8.5
https://openalex.org/A5091122305,Phase1 | Phase2 | Phase3,3,70,4.0,5.164179104477612,4.5
https://openalex.org/A5080977911,Phase1 | Phase2 | Phase3,3,69,3.0,5.142857142857143,6.262295081967213
https://openalex.org/A5033318800,Phase1 | Phase2 | Phase3,3,69,4.0,5.547169811320755,5.25
https://openalex.org/A5077267552,Phase1 | Phase2 | Phase3,3,69,3.0,5.352941176470588,4.745098039215686
https://openalex.org/A5100399257,Phase1 | Phase2 | Phase3,3,68,7.0,5.36,8.30952380952381
https://openalex.org/A5100444820,Phase1 | Phase2 | Phase3,3,68,7.0,5.978260869565218,8.380952380952381
https://openalex.org/A5034826937,Phase1 | Phase2 | Phase3,3,68,2.0,6.806451612903226,9.833333333333334
https://openalex.org/A5090045508,Phase1 | Phase2 | Phase3,3,67,3.0,3.769230769230769,6.188679245283019
https://openalex.org/A5036447132,Phase1 | Phase2 | Phase3,3,67,5.0,4.533333333333333,5.885714285714286
https://openalex.org/A5100370155,Phase1 | Phase2 | Phase3,3,67,5.0,7.0,7.651162790697675
https://openalex.org/A5071214181,Phase1 | Phase2 | Phase3,3,67,6.0,6.076923076923077,5.038461538461538
https://openalex.org/A5100336360,Phase1 | Phase2 | Phase3,3,67,7.0,5.571428571428571,6.271186440677966
https://openalex.org/A5001961716,Phase1 | Phase2 | Phase3,3,66,5.5,9.38888888888889,4.391304347826087
https://openalex.org/A5075885606,Phase1 | Phase2 | Phase3,3,66,3.75,4.526315789473684,7.604651162790698
https://openalex.org/A5100677198,Phase1 | Phase2 | Phase3,3,66,6.4,7.542857142857143,6.846153846153846
https://openalex.org/A5110781707,Phase1 | Phase2 | Phase3,3,66,2.8,4.9,7.803921568627451
https://openalex.org/A5100395059,Phase1 | Phase2 | Phase3,3,66,6.0,4.954545454545454,5.162790697674419
https://openalex.org/A5006669765,Phase1 | Phase2 | Phase3,3,66,6.0,5.9,8.563636363636364
https://openalex.org/A5074059447,Phase1 | Phase2 | Phase3,3,65,4.333333333333333,4.294117647058823,6.666666666666667
https://openalex.org/A5054437456,Phase1 | Phase2 | Phase3,3,65,3.5,4.391304347826087,5.975
https://openalex.org/A5077436220,Phase1 | Phase2 | Phase3,3,65,4.0,5.111111111111111,5.425925925925926
https://openalex.org/A5100673818,Phase1 | Phase2 | Phase3,3,65,7.0,5.142857142857143,6.14
https://openalex.org/A5100766907,Phase1 | Phase2 | Phase3,3,65,4.0,4.090909090909091,5.809523809523809
https://openalex.org/A5072350518,Phase1 | Phase2 | Phase3,3,65,4.333333333333333,4.823529411764706,6.0
https://openalex.org/A5100330138,Phase1 | Phase2 | Phase3,3,65,6.0,6.2631578947368425,7.133333333333334
https://openalex.org/A5059955534,Phase1 | Phase2 | Phase3,3,65,3.0,5.85,8.333333333333334
https://openalex.org/A5068709817,Phase1 | Phase2 | Phase3,3,65,7.0,5.923076923076923,5.921052631578948
https://openalex.org/A5001243214,Phase1 | Phase2 | Phase3,3,64,6.0,4.415094339622642,3.9
https://openalex.org/A5101265241,Phase1 | Phase2 | Phase3,3,64,6.0,4.428571428571429,8.107142857142858
https://openalex.org/A5100407758,Phase1 | Phase2 | Phase3,3,63,7.0,5.444444444444445,5.943396226415095
https://openalex.org/A5101727205,Phase1 | Phase2 | Phase3,3,63,1.0,5.863636363636363,6.0
https://openalex.org/A5009074046,Phase1 | Phase2 | Phase3,3,63,5.0,5.5625,5.857142857142857
https://openalex.org/A5100458457,Phase1 | Phase2 | Phase3,3,63,4.0,5.235294117647059,5.333333333333333
https://openalex.org/A5088968292,Phase1 | Phase2 | Phase3,3,63,5.0,4.416666666666667,4.428571428571429
https://openalex.org/A5001226970,Phase1 | Phase2 | Phase3,3,62,3.0,4.1875,8.272727272727273
https://openalex.org/A5017597537,Phase1 | Phase2 | Phase3,3,62,3.0,4.787878787878788,5.851851851851852
https://openalex.org/A5005905514,Phase1 | Phase2 | Phase3,3,62,6.0,5.647058823529412,7.886363636363637
https://openalex.org/A5050229964,Phase1 | Phase2 | Phase3,3,62,3.5,6.875,3.7222222222222223
https://openalex.org/A5111504451,Phase1 | Phase2 | Phase3,3,62,5.0,6.181818181818182,7.815789473684211
https://openalex.org/A5070905937,Phase1 | Phase2 | Phase3,3,62,5.8,3.857142857142857,4.651162790697675
https://openalex.org/A5070594684,Phase1 | Phase2 | Phase3,3,62,3.8,3.9,5.333333333333333
https://openalex.org/A5100408160,Phase1 | Phase2 | Phase3,3,62,30.0,5.2,8.25
