work_id,reference_count_total,reference_count_with_primary_topic,reference_count_missing_primary_topic,reference_field_diversity,reference_entropy,hss_reference_share,cs_core_reference_share,reference_field_counts_json,processed_at_utc
W4308171128,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4287214066,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W3084881252,80,71,9,1,0.0,0.0,1.0,"{""Computer Science"": 71}",2026-06-09T20:41:05.386648
W3213394100,13,13,0,5,1.377819508039033,0.6153846153846151,0.23076923076923,"{""Business, Management and Accounting"": 6, ""Computer Science"": 3, ""Decision Sciences"": 2, ""Engineering"": 1, ""Physics and Astronomy"": 1}",2026-06-09T20:41:05.386648
W3167383427,25,23,2,3,0.35571285974689404,0.0,0.9130434782608691,"{""Computer Science"": 21, ""Engineering"": 1, ""Physics and Astronomy"": 1}",2026-06-09T20:41:05.386648
W4226437528,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4225919462,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4287782559,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4287390320,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W3003337517,25,21,4,4,0.9550807986656571,0.7619047619047611,0.19047619047619002,"{""Computer Science"": 4, ""Physics and Astronomy"": 1, ""Psychology"": 2, ""Social Sciences"": 14}",2026-06-09T20:41:05.386648
W3211502239,2,2,0,1,0.0,0.0,1.0,"{""Computer Science"": 2}",2026-06-09T20:41:05.386648
W4287804475,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W3130508233,37,35,2,2,0.129740694719428,0.0,0.9714285714285711,"{""Computer Science"": 34, ""Engineering"": 1}",2026-06-09T20:41:05.386648
W4287810021,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W3208618684,37,30,7,3,0.29113983883196504,0.033333333333333,0.9333333333333331,"{""Computer Science"": 28, ""Mathematics"": 1, ""Social Sciences"": 1}",2026-06-09T20:41:05.386648
W4286911846,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4200633195,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4287824580,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4286974550,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4287140676,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4287629643,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W3127703083,6,4,2,1,0.0,0.0,1.0,"{""Computer Science"": 4}",2026-06-09T20:41:05.386648
W4287029294,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4302773889,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4226143529,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4287112990,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W3023473227,31,28,3,2,0.46922034844159805,0.17857142857142802,0.8214285714285711,"{""Computer Science"": 23, ""Social Sciences"": 5}",2026-06-09T20:41:05.386648
W3022310396,3,3,0,2,0.636514168294812,0.0,0.6666666666666661,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 2}",2026-06-09T20:41:05.386648
W4226216593,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4288419122,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4287690165,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4288092407,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4286889731,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W3212937179,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4287075362,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4310031821,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W2899840632,15,15,0,1,0.0,0.0,1.0,"{""Computer Science"": 15}",2026-06-09T20:41:05.386648
W4287027835,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W4312128168,0,0,0,0,,,,{},2026-06-09T20:41:05.386648
W3207952065,54,46,8,3,0.282600106577289,0.065217391304347,0.9347826086956521,"{""Arts and Humanities"": 1, ""Computer Science"": 43, ""Social Sciences"": 2}",2026-06-09T20:41:05.387944
W4286967713,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W4287688420,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W3046896991,23,20,3,2,0.198515243345872,0.05,0.9500000000000001,"{""Computer Science"": 19, ""Psychology"": 1}",2026-06-09T20:41:05.387944
W3202835515,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W3169792033,7,7,0,3,0.7963116401738131,0.14285714285714202,0.7142857142857141,"{""Computer Science"": 5, ""Neuroscience"": 1, ""Psychology"": 1}",2026-06-09T20:41:05.387944
W3204112538,39,38,1,2,0.691761498852417,0.5263157894736841,0.47368421052631504,"{""Computer Science"": 18, ""Social Sciences"": 20}",2026-06-09T20:41:05.387944
W4287662748,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W4225610187,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W2984403574,17,17,0,1,0.0,0.0,1.0,"{""Computer Science"": 17}",2026-06-09T20:41:05.387944
W3090203906,26,23,3,5,1.205117055262164,0.39130434782608703,0.478260869565217,"{""Computer Science"": 11, ""Engineering"": 1, ""Physics and Astronomy"": 2, ""Psychology"": 1, ""Social Sciences"": 8}",2026-06-09T20:41:05.387944
W3178182905,41,36,5,2,0.12693054534140202,0.027777777777777003,0.9722222222222221,"{""Computer Science"": 35, ""Social Sciences"": 1}",2026-06-09T20:41:05.387944
W3132860090,41,35,6,2,0.29250846847239703,0.08571428571428501,0.914285714285714,"{""Computer Science"": 32, ""Social Sciences"": 3}",2026-06-09T20:41:05.387944
W3202170201,49,44,5,2,0.108471339035916,0.0,0.9772727272727271,"{""Computer Science"": 43, ""Health Professions"": 1}",2026-06-09T20:41:05.387944
W3172681236,4,3,1,1,0.0,0.0,1.0,"{""Computer Science"": 3}",2026-06-09T20:41:05.387944
W4300698199,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W3106795652,44,39,5,4,0.437318658610431,0.051282051282051,0.897435897435897,"{""Computer Science"": 35, ""Neuroscience"": 2, ""Psychology"": 1, ""Social Sciences"": 1}",2026-06-09T20:41:05.387944
W3200416288,32,28,4,5,0.804507271027963,0.07142857142857101,0.785714285714285,"{""Biochemistry, Genetics and Molecular Biology"": 2, ""Computer Science"": 22, ""Materials Science"": 1, ""Neuroscience"": 1, ""Social Sciences"": 2}",2026-06-09T20:41:05.387944
W3213151740,27,21,6,1,0.0,0.0,1.0,"{""Computer Science"": 21}",2026-06-09T20:41:05.387944
W3022295664,43,43,0,3,0.220352331161547,0.023255813953488,0.9534883720930231,"{""Arts and Humanities"": 1, ""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 41}",2026-06-09T20:41:05.387944
W2949754407,25,19,6,1,0.0,0.0,1.0,"{""Computer Science"": 19}",2026-06-09T20:41:05.387944
W3216380404,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W4297839572,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W4297399912,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W4394639493,0,0,0,0,,,,{},2026-06-09T20:41:05.387944
W3192292028,32,25,7,1,0.0,0.0,1.0,"{""Computer Science"": 25}",2026-06-09T20:41:05.387944
W3210810191,75,74,1,3,0.9342828946903811,0.0,0.108108108108108,"{""Computer Science"": 8, ""Engineering"": 25, ""Physics and Astronomy"": 41}",2026-06-09T20:41:05.387944
W3211423852,30,26,4,2,0.16302362949436502,0.0,0.9615384615384611,"{""Computer Science"": 25, ""Medicine"": 1}",2026-06-09T20:41:05.389130
W3186396402,2,2,0,1,0.0,0.0,1.0,"{""Computer Science"": 2}",2026-06-09T20:41:05.389130
W3200561465,17,15,2,3,0.48509409130221104,0.0,0.866666666666666,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 13, ""Physics and Astronomy"": 1}",2026-06-09T20:41:05.389130
W4287332065,0,0,0,0,,,,{},2026-06-09T20:41:05.389130
W2949526094,19,18,1,1,0.0,0.0,1.0,"{""Computer Science"": 18}",2026-06-09T20:41:05.389130
W2911879516,1,1,0,1,0.0,0.0,0.0,"{""Physics and Astronomy"": 1}",2026-06-09T20:41:05.389130
W4287548038,0,0,0,0,,,,{},2026-06-09T20:41:05.389130
W3049269430,35,32,3,3,0.27711335749145505,0.03125,0.9375,"{""Arts and Humanities"": 1, ""Computer Science"": 30, ""Physics and Astronomy"": 1}",2026-06-09T20:41:05.389130
W4226027325,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W4286607935,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W3182029629,16,16,0,1,0.0,0.0,1.0,"{""Computer Science"": 16}",2026-06-09T20:41:12.961533
W3037026620,25,20,5,1,0.0,0.0,1.0,"{""Computer Science"": 20}",2026-06-09T20:41:12.961533
W3198979229,15,12,3,1,0.0,0.0,1.0,"{""Computer Science"": 12}",2026-06-09T20:41:12.961533
W4286851378,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W3177871968,12,11,1,1,0.0,0.0,1.0,"{""Computer Science"": 11}",2026-06-09T20:41:12.961533
W3201681885,38,32,6,3,0.27711335749145505,0.0,0.9375,"{""Computer Science"": 30, ""Medicine"": 1, ""Physics and Astronomy"": 1}",2026-06-09T20:41:12.961533
W4297750274,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W3160429328,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W3217604191,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W2970281864,28,23,5,1,0.0,0.0,1.0,"{""Computer Science"": 23}",2026-06-09T20:41:12.961533
W4286420481,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W3034900700,6,6,0,1,0.0,0.0,1.0,"{""Computer Science"": 6}",2026-06-09T20:41:12.961533
W3083476194,17,16,1,1,0.0,0.0,1.0,"{""Computer Science"": 16}",2026-06-09T20:41:12.961533
W3209112333,37,36,1,5,0.9313089099502181,0.277777777777777,0.6944444444444441,"{""Business, Management and Accounting"": 1, ""Computer Science"": 25, ""Decision Sciences"": 7, ""Mathematics"": 1, ""Social Sciences"": 2}",2026-06-09T20:41:12.961533
W4286989049,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W3207813505,22,19,3,4,0.609627423596098,0.105263157894736,0.842105263157894,"{""Arts and Humanities"": 1, ""Computer Science"": 16, ""Decision Sciences"": 1, ""Engineering"": 1}",2026-06-09T20:41:12.961533
W3021136755,18,16,2,2,0.23379165870645902,0.0625,0.9375,"{""Computer Science"": 15, ""Social Sciences"": 1}",2026-06-09T20:41:12.961533
W4288333751,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W3111670627,28,28,0,2,0.34049977847129803,0.0,0.10714285714285701,"{""Computer Science"": 3, ""Engineering"": 25}",2026-06-09T20:41:12.961533
W3185628213,34,30,4,2,0.146144746008563,0.033333333333333,0.9666666666666661,"{""Computer Science"": 29, ""Decision Sciences"": 1}",2026-06-09T20:41:12.961533
W2971470662,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W3177182352,26,19,7,4,0.609627423596098,0.052631578947368,0.842105263157894,"{""Computer Science"": 16, ""Neuroscience"": 1, ""Physics and Astronomy"": 1, ""Psychology"": 1}",2026-06-09T20:41:12.961533
W4287114554,0,0,0,0,,,,{},2026-06-09T20:41:12.961533
W2952641641,19,18,1,4,0.633663256977656,0.11111111111111101,0.833333333333333,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 15, ""Decision Sciences"": 1, ""Social Sciences"": 1}",2026-06-09T20:41:12.962591
W3112325858,26,23,3,6,1.265390723136942,0.6086956521739131,0.347826086956521,"{""Arts and Humanities"": 1, ""Computer Science"": 8, ""Decision Sciences"": 1, ""Engineering"": 1, ""Psychology"": 11, ""Social Sciences"": 1}",2026-06-09T20:41:12.962591
W3083983927,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W4297583780,37,30,7,1,0.0,0.0,1.0,"{""Computer Science"": 30}",2026-06-09T20:41:12.962591
W4309447583,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W4286911489,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W3185823979,25,23,2,2,0.29543919187211604,0.0,0.9130434782608691,"{""Computer Science"": 21, ""Medicine"": 2}",2026-06-09T20:41:12.962591
W2998176692,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W3173894056,7,6,1,2,0.6931471805599451,0.5,0.5,"{""Computer Science"": 3, ""Decision Sciences"": 3}",2026-06-09T20:41:12.962591
W3211390680,15,10,5,2,0.5004024235381871,0.0,0.8,"{""Biochemistry, Genetics and Molecular Biology"": 2, ""Computer Science"": 8}",2026-06-09T20:41:12.962591
W2971917934,23,20,3,1,0.0,0.0,1.0,"{""Computer Science"": 20}",2026-06-09T20:41:12.962591
W3207392499,3,2,1,1,0.0,0.0,1.0,"{""Computer Science"": 2}",2026-06-09T20:41:12.962591
W3203029956,13,11,2,3,0.6001660731596451,0.0,0.818181818181818,"{""Computer Science"": 9, ""Dentistry"": 1, ""Physics and Astronomy"": 1}",2026-06-09T20:41:12.962591
W4226181228,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W2952635012,16,15,1,1,0.0,0.0,1.0,"{""Computer Science"": 15}",2026-06-09T20:41:12.962591
W4287178947,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W3164900222,23,19,4,2,0.206192050633231,0.0,0.9473684210526311,"{""Computer Science"": 18, ""Engineering"": 1}",2026-06-09T20:41:12.962591
W4310904031,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W2767868596,24,22,2,1,0.0,0.0,1.0,"{""Computer Science"": 22}",2026-06-09T20:41:12.962591
W3094027704,24,19,5,1,0.0,0.0,1.0,"{""Computer Science"": 19}",2026-06-09T20:41:12.962591
W2950194577,24,20,4,1,0.0,0.0,1.0,"{""Computer Science"": 20}",2026-06-09T20:41:12.962591
W4287084635,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W4298078696,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W4287068713,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W4288101094,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W4289543144,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W3209132741,75,59,16,7,0.9541609202940421,0.203389830508474,0.7288135593220331,"{""Computer Science"": 43, ""Decision Sciences"": 1, ""Engineering"": 2, ""Neuroscience"": 1, ""Physics and Astronomy"": 1, ""Psychology"": 2, ""Social Sciences"": 9}",2026-06-09T20:41:12.962591
W3178252876,14,12,2,1,0.0,0.0,1.0,"{""Computer Science"": 12}",2026-06-09T20:41:12.962591
W3206647229,28,24,4,1,0.0,0.0,1.0,"{""Computer Science"": 24}",2026-06-09T20:41:12.962591
W4288289335,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W4286889160,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W4287666132,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W4287367820,0,0,0,0,,,,{},2026-06-09T20:41:12.962591
W2951092830,34,27,7,2,0.15841057013179002,0.037037037037037,0.962962962962962,"{""Computer Science"": 26, ""Social Sciences"": 1}",2026-06-09T20:41:12.963614
W3176194604,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W4200633952,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W4308168623,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W3211156215,26,19,7,1,0.0,0.0,1.0,"{""Computer Science"": 19}",2026-06-09T20:41:12.963614
W3204423313,6,5,1,2,0.5004024235381871,0.0,0.8,"{""Computer Science"": 4, ""Engineering"": 1}",2026-06-09T20:41:12.963614
W4287231888,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W2971439432,38,31,7,1,0.0,0.0,1.0,"{""Computer Science"": 31}",2026-06-09T20:41:12.963614
W4226401903,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W3211741037,40,34,6,3,0.264491439628183,0.058823529411764004,0.9411764705882351,"{""Computer Science"": 32, ""Psychology"": 1, ""Social Sciences"": 1}",2026-06-09T20:41:12.963614
W3187108119,20,17,3,3,0.8938885362449961,0.0,0.647058823529411,"{""Computer Science"": 11, ""Engineering"": 3, ""Mathematics"": 3}",2026-06-09T20:41:12.963614
W3172578930,22,15,7,1,0.0,0.0,1.0,"{""Computer Science"": 15}",2026-06-09T20:41:12.963614
W3170169729,43,39,4,2,0.11924692639624401,0.025641025641025002,0.9743589743589741,"{""Arts and Humanities"": 1, ""Computer Science"": 38}",2026-06-09T20:41:12.963614
W4287780647,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W3093035998,25,22,3,1,0.0,0.0,1.0,"{""Computer Science"": 22}",2026-06-09T20:41:12.963614
W3208322395,13,9,4,1,0.0,0.0,1.0,"{""Computer Science"": 9}",2026-06-09T20:41:12.963614
W4287024696,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W3130826643,32,30,2,1,0.0,0.0,1.0,"{""Computer Science"": 30}",2026-06-09T20:41:12.963614
W4287112727,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W3119070008,51,48,3,4,0.8249938102225931,0.27083333333333304,0.708333333333333,"{""Computer Science"": 34, ""Decision Sciences"": 3, ""Medicine"": 1, ""Social Sciences"": 10}",2026-06-09T20:41:12.963614
W2804274401,14,13,1,3,0.830517825287247,0.30769230769230704,0.6923076923076921,"{""Business, Management and Accounting"": 2, ""Computer Science"": 9, ""Social Sciences"": 2}",2026-06-09T20:41:12.963614
W4287373138,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W4301467492,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W2987819162,24,21,3,1,0.0,0.0,1.0,"{""Computer Science"": 21}",2026-06-09T20:41:12.963614
W4287695902,0,0,0,0,,,,{},2026-06-09T20:41:12.963614
W2905546104,8,7,1,1,0.0,0.0,1.0,"{""Computer Science"": 7}",2026-06-09T20:41:12.963614
W3214027489,44,42,2,1,0.0,0.0,1.0,"{""Computer Science"": 42}",2026-06-09T20:41:12.964620
W4307098227,0,0,0,0,,,,{},2026-06-09T20:41:12.964620
W3214202285,23,21,2,1,0.0,0.0,1.0,"{""Computer Science"": 21}",2026-06-09T20:41:12.964620
W3199464963,14,11,3,1,0.0,0.0,1.0,"{""Computer Science"": 11}",2026-06-09T20:41:12.964620
W4287182534,0,0,0,0,,,,{},2026-06-09T20:41:12.964620
W3207413789,0,0,0,0,,,,{},2026-06-09T20:41:12.964620
W4287366412,0,0,0,0,,,,{},2026-06-09T20:41:12.964620
W3093669695,32,29,3,1,0.0,0.0,1.0,"{""Computer Science"": 29}",2026-06-09T20:41:12.964620
W4287254635,0,0,0,0,,,,{},2026-06-09T20:41:12.964620
W3174713581,11,7,4,1,0.0,0.0,1.0,"{""Computer Science"": 7}",2026-06-09T20:41:12.964620
W4289652398,0,0,0,0,,,,{},2026-06-09T20:41:12.964620
W3211689743,46,34,12,3,0.801435681714275,0.558823529411764,0.44117647058823506,"{""Computer Science"": 15, ""Decision Sciences"": 1, ""Social Sciences"": 18}",2026-06-09T20:41:12.964620
W3006274263,22,22,0,2,0.304636097349238,0.0,0.9090909090909091,"{""Computer Science"": 20, ""Physics and Astronomy"": 2}",2026-06-09T20:41:12.964620
W3199853596,26,23,3,1,0.0,0.0,1.0,"{""Computer Science"": 23}",2026-06-09T20:41:12.964620
W4286984718,0,0,0,0,,,,{},2026-06-09T20:41:12.964620
W4287023717,0,0,0,0,,,,{},2026-06-09T20:41:12.964620
W4308900815,0,0,0,0,,,,{},2026-06-09T20:41:20.981615
W3117948639,23,18,5,1,0.0,0.0,1.0,"{""Computer Science"": 18}",2026-06-09T20:41:20.981615
W3106312445,53,48,5,2,0.17320520674917703,0.041666666666666005,0.958333333333333,"{""Computer Science"": 46, ""Social Sciences"": 2}",2026-06-09T20:41:20.981615
W3164032400,22,17,5,1,0.0,0.0,1.0,"{""Computer Science"": 17}",2026-06-09T20:41:20.981615
W2971904395,23,22,1,1,0.0,0.0,1.0,"{""Computer Science"": 22}",2026-06-09T20:41:20.981615
W2906129565,55,54,1,3,0.18408268793030702,0.018518518518518,0.962962962962962,"{""Computer Science"": 52, ""Decision Sciences"": 1, ""Neuroscience"": 1}",2026-06-09T20:41:20.981615
W3152017182,43,41,2,5,1.046320198230814,0.5121951219512191,0.46341463414634104,"{""Arts and Humanities"": 2, ""Computer Science"": 19, ""Neuroscience"": 1, ""Psychology"": 1, ""Social Sciences"": 18}",2026-06-09T20:41:20.981615
W4226136808,35,30,5,2,0.146144746008563,0.0,0.9666666666666661,"{""Computer Science"": 29, ""Earth and Planetary Sciences"": 1}",2026-06-09T20:41:20.981615
W4287644805,0,0,0,0,,,,{},2026-06-09T20:41:20.981615
W4307183264,0,0,0,0,,,,{},2026-06-09T20:41:20.981615
W3197897740,34,27,7,1,0.0,0.0,1.0,"{""Computer Science"": 27}",2026-06-09T20:41:20.981615
W3194042708,30,27,3,1,0.0,0.0,1.0,"{""Computer Science"": 27}",2026-06-09T20:41:20.982615
W4287640657,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W3204910274,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W4289362247,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W4288336056,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W4300694530,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W3207673048,15,15,0,3,1.0986122886681091,0.6666666666666661,0.33333333333333304,"{""Business, Management and Accounting"": 5, ""Computer Science"": 5, ""Economics, Econometrics and Finance"": 5}",2026-06-09T20:41:20.982615
W4297823725,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W4286907379,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W3156596102,32,25,7,1,0.0,0.0,1.0,"{""Computer Science"": 25}",2026-06-09T20:41:20.982615
W3026971353,25,23,2,4,0.5305096302300271,0.130434782608695,0.8695652173913041,"{""Arts and Humanities"": 1, ""Computer Science"": 20, ""Psychology"": 1, ""Social Sciences"": 1}",2026-06-09T20:41:20.982615
W4287813339,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W4287252337,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W4294734930,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W3165518056,26,20,6,1,0.0,0.0,1.0,"{""Computer Science"": 20}",2026-06-09T20:41:20.982615
W3177313650,29,26,3,4,0.5892800635982961,0.038461538461538006,0.846153846153846,"{""Arts and Humanities"": 1, ""Computer Science"": 22, ""Engineering"": 1, ""Materials Science"": 2}",2026-06-09T20:41:20.982615
W3175577609,23,23,0,1,0.0,0.0,1.0,"{""Computer Science"": 23}",2026-06-09T20:41:20.982615
W4287113427,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W4361192908,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W3029942368,14,12,2,3,0.566085738959628,0.08333333333333301,0.833333333333333,"{""Computer Science"": 10, ""Economics, Econometrics and Finance"": 1, ""Engineering"": 1}",2026-06-09T20:41:20.982615
W3195756117,44,38,6,4,0.44594004925087505,0.026315789473684,0.894736842105263,"{""Computer Science"": 34, ""Engineering"": 2, ""Neuroscience"": 1, ""Social Sciences"": 1}",2026-06-09T20:41:20.982615
W4287164793,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W4287078808,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W4288027335,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W3193499309,26,23,3,2,0.17884491271684702,0.043478260869565,0.956521739130434,"{""Arts and Humanities"": 1, ""Computer Science"": 22}",2026-06-09T20:41:20.982615
W3169744070,48,40,8,2,0.11690684913753101,0.025,0.975,"{""Computer Science"": 39, ""Economics, Econometrics and Finance"": 1}",2026-06-09T20:41:20.982615
W3177805439,8,8,0,4,1.255482325178753,0.125,0.0,"{""Decision Sciences"": 1, ""Engineering"": 3, ""Materials Science"": 3, ""Physics and Astronomy"": 1}",2026-06-09T20:41:20.982615
W3196303600,56,51,5,1,0.0,0.0,1.0,"{""Computer Science"": 51}",2026-06-09T20:41:20.982615
W4287644320,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W2940156091,17,17,0,2,0.6057974993723041,0.0,0.7058823529411761,"{""Computer Science"": 12, ""Engineering"": 5}",2026-06-09T20:41:20.982615
W4286912028,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W3210581104,27,21,6,3,0.930299833183391,0.0,0.5238095238095231,"{""Agricultural and Biological Sciences"": 2, ""Computer Science"": 11, ""Mathematics"": 8}",2026-06-09T20:41:20.982615
W2743762115,6,6,0,3,1.011404264707351,0.0,0.0,"{""Engineering"": 2, ""Materials Science"": 3, ""Medicine"": 1}",2026-06-09T20:41:20.982615
W4288263350,0,0,0,0,,,,{},2026-06-09T20:41:20.982615
W3212452596,40,35,5,1,0.0,0.0,1.0,"{""Computer Science"": 35}",2026-06-09T20:41:20.983646
W3101890136,35,32,3,3,0.7277259541583031,0.15625,0.75,"{""Computer Science"": 24, ""Engineering"": 3, ""Psychology"": 5}",2026-06-09T20:41:20.983646
W3213886373,18,18,0,2,0.214559155176405,0.0,0.9444444444444441,"{""Computer Science"": 17, ""Engineering"": 1}",2026-06-09T20:41:20.983646
W3201989688,38,30,8,3,0.5339616127893361,0.033333333333333,0.833333333333333,"{""Arts and Humanities"": 1, ""Computer Science"": 25, ""Neuroscience"": 4}",2026-06-09T20:41:20.983646
W3216849599,36,27,9,2,0.15841057013179002,0.037037037037037,0.962962962962962,"{""Computer Science"": 26, ""Social Sciences"": 1}",2026-06-09T20:41:20.983646
W4389012052,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W3204489147,80,71,9,5,0.623384179539614,0.04225352112676,0.845070422535211,"{""Computer Science"": 60, ""Decision Sciences"": 3, ""Engineering"": 5, ""Mathematics"": 2, ""Physics and Astronomy"": 1}",2026-06-09T20:41:20.983646
W3212204270,51,46,5,5,1.009374484932539,0.45652173913043403,0.521739130434782,"{""Arts and Humanities"": 18, ""Computer Science"": 24, ""Decision Sciences"": 1, ""Neuroscience"": 1, ""Psychology"": 2}",2026-06-09T20:41:20.983646
W3036438166,42,36,6,4,0.9077063357363501,0.0,0.47222222222222204,"{""Computer Science"": 17, ""Engineering"": 17, ""Mathematics"": 1, ""Physics and Astronomy"": 1}",2026-06-09T20:41:20.983646
W3214890028,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W4287642885,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W4288795089,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W3211946676,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W4285079571,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W4301599373,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W4213399078,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W3134362558,15,15,0,1,0.0,0.0,1.0,"{""Computer Science"": 15}",2026-06-09T20:41:20.983646
W3211246736,47,37,10,4,0.524448027357857,0.0,0.864864864864864,"{""Computer Science"": 32, ""Engineering"": 3, ""Mathematics"": 1, ""Physics and Astronomy"": 1}",2026-06-09T20:41:20.983646
W3211205447,33,26,7,1,0.0,0.0,1.0,"{""Computer Science"": 26}",2026-06-09T20:41:20.983646
W4307689517,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W4226341826,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W4285662651,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W4226285176,0,0,0,0,,,,{},2026-06-09T20:41:20.983646
W3153792506,14,13,1,2,0.42932302193061606,0.15384615384615302,0.846153846153846,"{""Computer Science"": 11, ""Decision Sciences"": 2}",2026-06-09T20:41:20.983646
