work_id,reference_count_total,reference_count_with_primary_topic,reference_count_missing_primary_topic,reference_field_diversity,reference_entropy,hss_reference_share,cs_core_reference_share,reference_field_counts_json,processed_at_utc
W2971871332,22,17,5,2,0.22371807606583302,0.0,0.9411764705882351,"{""Computer Science"": 16, ""Engineering"": 1}",2026-06-09T20:30:39.367875
W2782005958,15,13,2,2,0.27118937304184404,0.07692307692307601,0.923076923076923,"{""Computer Science"": 12, ""Psychology"": 1}",2026-06-09T20:30:39.367875
W3216868281,47,36,11,1,0.0,0.0,1.0,"{""Computer Science"": 36}",2026-06-09T20:30:39.367875
W3094626074,28,25,3,2,0.16794414773417302,0.0,0.96,"{""Computer Science"": 24, ""Neuroscience"": 1}",2026-06-09T20:30:39.367875
W3131574061,25,17,8,1,0.0,0.0,1.0,"{""Computer Science"": 17}",2026-06-09T20:30:39.367875
W3211951760,19,17,2,2,0.22371807606583302,0.0,0.9411764705882351,"{""Computer Science"": 16, ""Neuroscience"": 1}",2026-06-09T20:30:39.367875
W4287209984,0,0,0,0,,,,{},2026-06-09T20:30:39.367875
W2950946978,8,7,1,1,0.0,0.0,1.0,"{""Computer Science"": 7}",2026-06-09T20:30:39.367875
W3181364691,49,36,13,3,0.253067331874179,0.0,0.9444444444444441,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 34, ""Engineering"": 1}",2026-06-09T20:30:39.368872
W2951986044,16,15,1,2,0.24493002679463502,0.066666666666666,0.9333333333333331,"{""Computer Science"": 14, ""Decision Sciences"": 1}",2026-06-09T20:30:39.368872
W3194553618,17,15,2,1,0.0,0.0,1.0,"{""Computer Science"": 15}",2026-06-09T20:30:39.368872
W3037854022,37,33,4,1,0.0,0.0,1.0,"{""Computer Science"": 33}",2026-06-09T20:30:39.368872
W2972127937,37,31,6,4,0.822458776199522,0.12903225806451601,0.7419354838709671,"{""Computer Science"": 23, ""Decision Sciences"": 4, ""Engineering"": 1, ""Mathematics"": 3}",2026-06-09T20:30:39.368872
W2951837838,36,29,7,1,0.0,0.0,1.0,"{""Computer Science"": 29}",2026-06-09T20:30:39.368872
W3142853109,54,44,10,5,0.5054351211869861,0.06818181818181801,0.886363636363636,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 39, ""Engineering"": 1, ""Psychology"": 2, ""Social Sciences"": 1}",2026-06-09T20:30:39.368872
W3147140349,27,22,5,1,0.0,0.0,1.0,"{""Computer Science"": 22}",2026-06-09T20:30:39.368872
W2987099509,29,24,5,1,0.0,0.0,1.0,"{""Computer Science"": 24}",2026-06-09T20:30:39.368872
W4291191199,0,0,0,0,,,,{},2026-06-09T20:30:39.368872
W2998581211,34,29,5,1,0.0,0.0,1.0,"{""Computer Science"": 29}",2026-06-09T20:30:39.368872
W3125815078,62,50,12,2,0.09803911327973201,0.0,0.98,"{""Computer Science"": 49, ""Physics and Astronomy"": 1}",2026-06-09T20:30:39.368872
W2899299209,14,14,0,2,0.257318640543831,0.07142857142857101,0.928571428571428,"{""Computer Science"": 13, ""Social Sciences"": 1}",2026-06-09T20:30:39.368872
W3094458375,48,36,12,1,0.0,0.0,1.0,"{""Computer Science"": 36}",2026-06-09T20:30:39.368872
W4287102199,0,0,0,0,,,,{},2026-06-09T20:30:39.368872
W3098103528,11,8,3,2,0.37677016125643603,0.125,0.875,"{""Computer Science"": 7, ""Social Sciences"": 1}",2026-06-09T20:30:39.368872
W3086550652,28,24,4,1,0.0,0.0,1.0,"{""Computer Science"": 24}",2026-06-09T20:30:39.368872
W3041005096,22,17,5,3,0.44375728426014804,0.11764705882352901,0.8823529411764701,"{""Computer Science"": 15, ""Economics, Econometrics and Finance"": 1, ""Social Sciences"": 1}",2026-06-09T20:30:39.368872
W3201693581,22,15,7,2,0.24493002679463502,0.066666666666666,0.9333333333333331,"{""Business, Management and Accounting"": 1, ""Computer Science"": 14}",2026-06-09T20:30:39.368872
W3155510876,18,18,0,4,0.9257019111219661,0.277777777777777,0.6666666666666661,"{""Computer Science"": 12, ""Engineering"": 1, ""Psychology"": 4, ""Social Sciences"": 1}",2026-06-09T20:30:39.368872
W2938908220,26,23,3,3,0.5598343259219021,0.0,0.826086956521739,"{""Computer Science"": 19, ""Earth and Planetary Sciences"": 1, ""Engineering"": 3}",2026-06-09T20:30:39.369992
W4286855248,0,0,0,0,,,,{},2026-06-09T20:30:39.369992
W4287727780,0,0,0,0,,,,{},2026-06-09T20:30:39.369992
W3093265293,17,16,1,1,0.0,0.0,1.0,"{""Computer Science"": 16}",2026-06-09T20:30:39.369992
W3040474235,28,27,1,2,0.15841057013179002,0.037037037037037,0.962962962962962,"{""Computer Science"": 26, ""Psychology"": 1}",2026-06-09T20:30:39.369992
W3035811871,38,31,7,4,0.8633527958688301,0.0,0.6451612903225801,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 20, ""Engineering"": 1, ""Medicine"": 9}",2026-06-09T20:30:39.369992
W3167804518,38,29,9,3,0.8192404772545001,0.0,0.482758620689655,"{""Computer Science"": 14, ""Earth and Planetary Sciences"": 1, ""Engineering"": 14}",2026-06-09T20:30:39.369992
W2799009156,48,44,4,4,0.399156167425594,0.09090909090909001,0.9090909090909091,"{""Arts and Humanities"": 1, ""Computer Science"": 40, ""Psychology"": 1, ""Social Sciences"": 2}",2026-06-09T20:30:39.369992
W2996856320,51,44,7,1,0.0,0.0,1.0,"{""Computer Science"": 44}",2026-06-09T20:30:39.369992
W4287209352,0,0,0,0,,,,{},2026-06-09T20:30:39.369992
W4287263873,0,0,0,0,,,,{},2026-06-09T20:30:39.369992
W3007702560,29,25,4,4,0.793816951616737,0.04,0.76,"{""Chemistry"": 3, ""Computer Science"": 19, ""Materials Science"": 2, ""Social Sciences"": 1}",2026-06-09T20:30:39.369992
W3122349645,43,35,8,5,0.9545256356658871,0.314285714285714,0.628571428571428,"{""Computer Science"": 22, ""Engineering"": 1, ""Neuroscience"": 1, ""Psychology"": 10, ""Social Sciences"": 1}",2026-06-09T20:30:39.369992
W4295185331,0,0,0,0,,,,{},2026-06-09T20:30:39.369992
W3093044872,23,18,5,2,0.529706199057654,0.22222222222222202,0.777777777777777,"{""Computer Science"": 14, ""Psychology"": 4}",2026-06-09T20:30:39.369992
W4287594515,0,0,0,0,,,,{},2026-06-09T20:30:39.369992
W3170929029,250,217,33,7,0.260983703717736,0.009216589861751001,0.9539170506912441,"{""Arts and Humanities"": 1, ""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 207, ""Decision Sciences"": 1, ""Health Professions"": 1, ""Neuroscience"": 4, ""Physics and Astronomy"": 2}",2026-06-09T20:30:39.369992
W4287777024,0,0,0,0,,,,{},2026-06-09T20:30:39.370996
W2583679610,11,11,0,2,0.304636097349238,0.09090909090909001,0.9090909090909091,"{""Computer Science"": 10, ""Decision Sciences"": 1}",2026-06-09T20:30:39.370996
W4308414063,0,0,0,0,,,,{},2026-06-09T20:30:39.370996
W3115146967,28,25,3,1,0.0,0.0,1.0,"{""Computer Science"": 25}",2026-06-09T20:30:39.370996
W3170714330,44,30,14,2,0.146144746008563,0.0,0.9666666666666661,"{""Computer Science"": 29, ""Mathematics"": 1}",2026-06-09T20:30:39.370996
W4226288443,0,0,0,0,,,,{},2026-06-09T20:30:39.370996
W2890635710,22,22,0,2,0.18490739916777502,0.045454545454545005,0.954545454545454,"{""Arts and Humanities"": 1, ""Computer Science"": 21}",2026-06-09T20:30:39.370996
W3113311717,73,63,10,4,0.46041459284904,0.11111111111111101,0.8888888888888881,"{""Arts and Humanities"": 3, ""Computer Science"": 56, ""Decision Sciences"": 3, ""Social Sciences"": 1}",2026-06-09T20:30:39.370996
W3089285634,26,24,2,1,0.0,0.0,1.0,"{""Computer Science"": 24}",2026-06-09T20:30:39.370996
W2890767379,0,0,0,0,,,,{},2026-06-09T20:30:39.370996
W3092280534,58,52,6,2,0.095030117255646,0.019230769230769003,0.9807692307692301,"{""Business, Management and Accounting"": 1, ""Computer Science"": 51}",2026-06-09T20:30:39.370996
W4287129873,0,0,0,0,,,,{},2026-06-09T20:30:39.370996
W3093153111,33,29,4,1,0.0,0.0,1.0,"{""Computer Science"": 29}",2026-06-09T20:30:39.370996
W2792235949,0,0,0,0,,,,{},2026-06-09T20:30:39.370996
W3026840316,29,21,8,1,0.0,0.0,1.0,"{""Computer Science"": 21}",2026-06-09T20:30:39.370996
W2906635035,194,180,14,8,0.47079548444673003,0.027777777777777003,0.9,"{""Arts and Humanities"": 1, ""Biochemistry, Genetics and Molecular Biology"": 10, ""Computer Science"": 162, ""Decision Sciences"": 1, ""Neuroscience"": 1, ""Physics and Astronomy"": 2, ""Psychology"": 1, ""Social Sciences"": 2}",2026-06-09T20:30:39.370996
W3031064774,28,26,2,1,0.0,0.0,1.0,"{""Computer Science"": 26}",2026-06-09T20:30:39.370996
W3148986242,29,28,1,1,0.0,0.0,1.0,"{""Computer Science"": 28}",2026-06-09T20:30:47.725045
W3177096244,39,33,6,3,0.27064079361679705,0.060606060606060004,0.9393939393939391,"{""Arts and Humanities"": 1, ""Computer Science"": 31, ""Social Sciences"": 1}",2026-06-09T20:30:47.725045
W3100753719,22,17,5,2,0.22371807606583302,0.0,0.9411764705882351,"{""Computer Science"": 16, ""Engineering"": 1}",2026-06-09T20:30:47.725045
W3158755840,11,11,0,4,1.162225544921092,0.45454545454545403,0.36363636363636304,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Business, Management and Accounting"": 5, ""Computer Science"": 4, ""Materials Science"": 1}",2026-06-09T20:30:47.725045
W4287076513,0,0,0,0,,,,{},2026-06-09T20:30:47.725045
W3125915183,24,12,12,3,0.566085738959628,0.08333333333333301,0.833333333333333,"{""Computer Science"": 10, ""Health Professions"": 1, ""Social Sciences"": 1}",2026-06-09T20:30:47.725045
W2955416746,43,35,8,2,0.129740694719428,0.028571428571428,0.9714285714285711,"{""Computer Science"": 34, ""Decision Sciences"": 1}",2026-06-09T20:30:47.725045
W3217776649,50,44,6,2,0.108471339035916,0.0,0.9772727272727271,"{""Computer Science"": 43, ""Health Professions"": 1}",2026-06-09T20:30:47.725045
W3091208084,28,25,3,1,0.0,0.0,1.0,"{""Computer Science"": 25}",2026-06-09T20:30:47.725045
W2970982053,0,0,0,0,,,,{},2026-06-09T20:30:47.725045
W2962814609,0,0,0,0,,,,{},2026-06-09T20:30:47.725045
W3201979934,30,27,3,2,0.264052051825628,0.074074074074074,0.925925925925925,"{""Computer Science"": 25, ""Decision Sciences"": 2}",2026-06-09T20:30:47.725045
W4289668845,0,0,0,0,,,,{},2026-06-09T20:30:47.726050
W3093298958,38,30,8,2,0.146144746008563,0.033333333333333,0.9666666666666661,"{""Arts and Humanities"": 1, ""Computer Science"": 29}",2026-06-09T20:30:47.726050
W3008309525,26,25,1,2,0.16794414773417302,0.0,0.96,"{""Computer Science"": 24, ""Neuroscience"": 1}",2026-06-09T20:30:47.726050
W3212157102,25,20,5,1,0.0,0.0,1.0,"{""Computer Science"": 20}",2026-06-09T20:30:47.726050
W3087728281,24,20,4,1,0.0,0.0,1.0,"{""Computer Science"": 20}",2026-06-09T20:30:47.726050
W3216844636,48,40,8,2,0.37677016125643603,0.125,0.875,"{""Computer Science"": 35, ""Psychology"": 5}",2026-06-09T20:30:47.726050
W3092302658,18,14,4,1,0.0,0.0,1.0,"{""Computer Science"": 14}",2026-06-09T20:30:47.726050
W4286983059,0,0,0,0,,,,{},2026-06-09T20:30:47.726050
W2934757881,38,29,9,2,0.149994923610415,0.034482758620689,0.96551724137931,"{""Computer Science"": 28, ""Psychology"": 1}",2026-06-09T20:30:47.726050
W3017367042,34,31,3,2,0.384542919756228,0.12903225806451601,0.8709677419354831,"{""Computer Science"": 27, ""Social Sciences"": 4}",2026-06-09T20:30:47.726050
W3093899329,47,44,3,1,0.0,0.0,1.0,"{""Computer Science"": 44}",2026-06-09T20:30:47.726050
W2794978288,21,19,2,2,0.206192050633231,0.0,0.9473684210526311,"{""Computer Science"": 18, ""Neuroscience"": 1}",2026-06-09T20:30:47.726050
W4288087630,0,0,0,0,,,,{},2026-06-09T20:30:47.726050
W4289299319,0,0,0,0,,,,{},2026-06-09T20:30:47.726050
W3181733123,3,3,0,2,0.636514168294812,0.0,0.33333333333333304,"{""Computer Science"": 1, ""Medicine"": 2}",2026-06-09T20:30:47.726050
W3010476030,9,7,2,1,0.0,0.0,1.0,"{""Computer Science"": 7}",2026-06-09T20:30:47.726050
W3198822798,30,24,6,1,0.0,0.0,1.0,"{""Computer Science"": 24}",2026-06-09T20:30:47.726050
W2967453594,41,37,4,3,0.463655038750418,0.0,0.864864864864864,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 32, ""Medicine"": 4}",2026-06-09T20:30:47.726050
W3094868181,41,37,4,2,0.6751425885789241,0.0,0.5945945945945941,"{""Biochemistry, Genetics and Molecular Biology"": 15, ""Computer Science"": 22}",2026-06-09T20:30:47.726050
W2970569830,0,0,0,0,,,,{},2026-06-09T20:30:47.726050
W2969873034,14,14,0,1,0.0,0.0,1.0,"{""Computer Science"": 14}",2026-06-09T20:30:47.726050
W3203136703,16,11,5,1,0.0,0.0,1.0,"{""Computer Science"": 11}",2026-06-09T20:30:47.726050
W2952180917,10,6,4,2,0.450561208866304,0.16666666666666602,0.833333333333333,"{""Arts and Humanities"": 1, ""Computer Science"": 5}",2026-06-09T20:30:47.726050
W2978132101,40,37,3,3,0.41747633830277503,0.108108108108108,0.8918918918918911,"{""Arts and Humanities"": 2, ""Computer Science"": 33, ""Social Sciences"": 2}",2026-06-09T20:30:47.726050
W3174423158,29,24,5,1,0.0,0.0,1.0,"{""Computer Science"": 24}",2026-06-09T20:30:47.727056
W2606032440,18,17,1,1,0.0,0.0,1.0,"{""Computer Science"": 17}",2026-06-09T20:30:47.727056
W3127594519,19,19,0,3,0.40945861869508904,0.052631578947368,0.894736842105263,"{""Agricultural and Biological Sciences"": 1, ""Computer Science"": 17, ""Social Sciences"": 1}",2026-06-09T20:30:47.727056
W3119870863,19,13,6,2,0.27118937304184404,0.07692307692307601,0.923076923076923,"{""Arts and Humanities"": 1, ""Computer Science"": 12}",2026-06-09T20:30:47.727056
W4297699332,0,0,0,0,,,,{},2026-06-09T20:30:47.727056
W3093494400,17,17,0,1,0.0,0.0,1.0,"{""Computer Science"": 17}",2026-06-09T20:30:47.727056
W3113067643,84,68,16,3,0.153078102621046,0.014705882352941001,0.9705882352941171,"{""Computer Science"": 66, ""Engineering"": 1, ""Social Sciences"": 1}",2026-06-09T20:30:47.727056
W3173814445,53,48,5,1,0.0,0.0,1.0,"{""Computer Science"": 48}",2026-06-09T20:30:47.727056
W3097803123,42,40,2,4,0.981526794616398,0.0,0.625,"{""Biochemistry, Genetics and Molecular Biology"": 5, ""Computer Science"": 25, ""Health Professions"": 1, ""Medicine"": 9}",2026-06-09T20:30:47.727056
W2979196189,43,37,6,1,0.0,0.0,1.0,"{""Computer Science"": 37}",2026-06-09T20:30:47.727056
W3111514949,18,16,2,2,0.23379165870645902,0.0625,0.9375,"{""Computer Science"": 15, ""Decision Sciences"": 1}",2026-06-09T20:30:47.727056
W3209246008,0,0,0,0,,,,{},2026-06-09T20:30:47.727056
W3037983807,31,28,3,4,0.45820823797145305,0.0,0.892857142857142,"{""Computer Science"": 25, ""Engineering"": 1, ""Mathematics"": 1, ""Physics and Astronomy"": 1}",2026-06-09T20:30:47.727056
W3205936992,19,19,0,1,0.0,0.0,1.0,"{""Computer Science"": 19}",2026-06-09T20:30:47.727056
W2899202004,33,27,6,1,0.0,0.0,1.0,"{""Computer Science"": 27}",2026-06-09T20:30:47.727056
W3209058072,43,35,8,3,0.819174451895558,0.628571428571428,0.314285714285714,"{""Computer Science"": 11, ""Neuroscience"": 2, ""Psychology"": 22}",2026-06-09T20:30:47.727056
W2772048364,8,8,0,3,0.900256051268536,0.0,0.25,"{""Computer Science"": 2, ""Medicine"": 5, ""Physics and Astronomy"": 1}",2026-06-09T20:30:47.727056
W3017472944,26,17,9,2,0.22371807606583302,0.0,0.9411764705882351,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 16}",2026-06-09T20:30:47.727056
W3101699364,27,26,1,5,1.125335982452419,0.0,0.038461538461538006,"{""Biochemistry, Genetics and Molecular Biology"": 4, ""Computer Science"": 1, ""Engineering"": 4, ""Medicine"": 1, ""Physics and Astronomy"": 16}",2026-06-09T20:30:47.727056
W3113395007,62,53,9,2,0.093599963245815,0.0,0.9811320754716981,"{""Computer Science"": 52, ""Pharmacology, Toxicology and Pharmaceutics"": 1}",2026-06-09T20:30:47.727056
W3134820309,22,22,0,3,0.819229999702012,0.59090909090909,0.36363636363636304,"{""Computer Science"": 8, ""Environmental Science"": 1, ""Social Sciences"": 13}",2026-06-09T20:30:47.728057
W2949926081,40,37,3,3,0.403334496579408,0.0,0.8918918918918911,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 33, ""Mathematics"": 3}",2026-06-09T20:30:47.728057
W3047727558,65,60,5,2,0.084766075714809,0.0,0.9833333333333331,"{""Computer Science"": 59, ""Mathematics"": 1}",2026-06-09T20:30:47.728057
W3163048495,42,40,2,4,0.34878038491802804,0.05,0.925,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 37, ""Decision Sciences"": 1, ""Social Sciences"": 1}",2026-06-09T20:30:47.728057
W4293179212,0,0,0,0,,,,{},2026-06-09T20:30:47.728057
W2945278040,40,25,15,4,0.606025202735729,0.04,0.84,"{""Arts and Humanities"": 1, ""Computer Science"": 21, ""Engineering"": 1, ""Physics and Astronomy"": 2}",2026-06-09T20:30:47.728057
W3172112675,0,0,0,0,,,,{},2026-06-09T20:30:47.728057
W3214624033,29,26,3,4,0.6722962280908581,0.07692307692307601,0.807692307692307,"{""Arts and Humanities"": 1, ""Computer Science"": 21, ""Neuroscience"": 3, ""Social Sciences"": 1}",2026-06-09T20:30:47.728057
W3163565964,30,29,1,1,0.0,0.0,1.0,"{""Computer Science"": 29}",2026-06-09T20:30:47.728057
W2987106249,21,19,2,4,0.8264053222918111,0.210526315789473,0.7368421052631571,"{""Arts and Humanities"": 1, ""Computer Science"": 14, ""Neuroscience"": 1, ""Psychology"": 3}",2026-06-09T20:30:47.728057
W4226380392,0,0,0,0,,,,{},2026-06-09T20:30:47.728057
W4322099978,0,0,0,0,,,,{},2026-06-09T20:30:47.728057
W2972044012,51,44,7,3,0.21641408919322702,0.045454545454545005,0.954545454545454,"{""Computer Science"": 42, ""Decision Sciences"": 1, ""Social Sciences"": 1}",2026-06-09T20:30:47.728057
W2921938580,8,8,0,3,0.9743147528693491,0.0,0.5,"{""Biochemistry, Genetics and Molecular Biology"": 3, ""Computer Science"": 4, ""Physics and Astronomy"": 1}",2026-06-09T20:30:47.728057
W4288079605,0,0,0,0,,,,{},2026-06-09T20:30:47.728057
W2936400017,55,52,3,4,0.502262918546141,0.0,0.8653846153846151,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 45, ""Engineering"": 5, ""Physics and Astronomy"": 1}",2026-06-09T20:30:47.728057
W3213175848,38,32,6,2,0.139060798454741,0.0,0.9687500000000001,"{""Computer Science"": 31, ""Health Professions"": 1}",2026-06-09T20:30:47.728057
W2981488681,27,26,1,2,0.16302362949436502,0.0,0.9615384615384611,"{""Computer Science"": 25, ""Mathematics"": 1}",2026-06-09T20:30:47.728057
W2749498836,30,25,5,2,0.16794414773417302,0.04,0.96,"{""Computer Science"": 24, ""Decision Sciences"": 1}",2026-06-09T20:30:47.728057
W3010590357,27,18,9,1,0.0,0.0,1.0,"{""Computer Science"": 18}",2026-06-09T20:30:47.728057
W4287713847,0,0,0,0,,,,{},2026-06-09T20:30:47.728057
W4287123652,0,0,0,0,,,,{},2026-06-09T20:30:47.728057
W3188354133,49,43,6,6,0.696565917864266,0.13953488372093,0.8372093023255811,"{""Arts and Humanities"": 1, ""Computer Science"": 36, ""Decision Sciences"": 1, ""Engineering"": 1, ""Psychology"": 2, ""Social Sciences"": 2}",2026-06-09T20:30:47.728057
W3171346367,34,26,8,3,0.32450838693107004,0.0,0.923076923076923,"{""Computer Science"": 24, ""Engineering"": 1, ""Physics and Astronomy"": 1}",2026-06-09T20:30:47.729062
W2969294120,8,8,0,2,0.37677016125643603,0.0,0.125,"{""Computer Science"": 1, ""Engineering"": 7}",2026-06-09T20:30:47.729062
W3135526844,76,66,10,6,0.446518861807547,0.030303030303030002,0.9090909090909091,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 60, ""Economics, Econometrics and Finance"": 1, ""Mathematics"": 1, ""Neuroscience"": 2, ""Social Sciences"": 1}",2026-06-09T20:30:47.729062
W3048833027,39,37,2,2,0.210283412286133,0.0,0.945945945945945,"{""Computer Science"": 35, ""Engineering"": 2}",2026-06-09T20:30:47.729062
W4286979611,0,0,0,0,,,,{},2026-06-09T20:30:47.729062
W2621404689,23,21,2,3,0.380506218477595,0.047619047619047006,0.9047619047619041,"{""Arts and Humanities"": 1, ""Computer Science"": 19, ""Neuroscience"": 1}",2026-06-09T20:30:47.729062
W2950615878,27,27,0,2,0.15841057013179002,0.037037037037037,0.962962962962962,"{""Arts and Humanities"": 1, ""Computer Science"": 26}",2026-06-09T20:30:47.729062
W4308854837,0,0,0,0,,,,{},2026-06-09T20:30:47.729062
W3173631098,79,67,12,3,0.21133722094113103,0.0,0.955223880597014,"{""Computer Science"": 64, ""Engineering"": 2, ""Physics and Astronomy"": 1}",2026-06-09T20:30:47.729062
W4288349206,0,0,0,0,,,,{},2026-06-09T20:30:47.729062
W4287113446,0,0,0,0,,,,{},2026-06-09T20:30:47.729062
W3162868000,26,25,1,1,0.0,0.0,1.0,"{""Computer Science"": 25}",2026-06-09T20:30:47.729062
W4295255475,0,0,0,0,,,,{},2026-06-09T20:30:47.729062
W3171952436,22,13,9,1,0.0,0.0,1.0,"{""Computer Science"": 13}",2026-06-09T20:30:47.729062
W2908356592,57,53,4,2,0.16068056204154602,0.037735849056603,0.9622641509433961,"{""Arts and Humanities"": 2, ""Computer Science"": 51}",2026-06-09T20:30:47.729062
W3169210662,39,35,4,2,0.129740694719428,0.0,0.9714285714285711,"{""Computer Science"": 34, ""Engineering"": 1}",2026-06-09T20:30:47.729062
W2914049912,34,27,7,2,0.15841057013179002,0.0,0.962962962962962,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 26}",2026-06-09T20:30:47.729062
W2587694128,8,7,1,1,0.0,0.0,1.0,"{""Computer Science"": 7}",2026-06-09T20:30:47.729062
W4297617044,0,0,0,0,,,,{},2026-06-09T20:30:47.729062
W3212216364,22,19,3,1,0.0,0.0,1.0,"{""Computer Science"": 19}",2026-06-09T20:30:47.729062
W4226400674,0,0,0,0,,,,{},2026-06-09T20:30:47.729062
W2950810411,54,44,10,2,0.108471339035916,0.0,0.9772727272727271,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 43}",2026-06-09T20:30:56.811511
W3168291246,31,24,7,1,0.0,0.0,1.0,"{""Computer Science"": 24}",2026-06-09T20:30:56.811511
W3043172396,63,51,12,5,0.451358993516124,0.058823529411764004,0.9019607843137251,"{""Arts and Humanities"": 1, ""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 46, ""Materials Science"": 1, ""Social Sciences"": 2}",2026-06-09T20:30:56.812510
W3174116831,32,29,3,2,0.250954804357619,0.0,0.9310344827586201,"{""Computer Science"": 27, ""Engineering"": 2}",2026-06-09T20:30:56.812510
W4287126149,0,0,0,0,,,,{},2026-06-09T20:30:56.812510
W4287210970,0,0,0,0,,,,{},2026-06-09T20:30:56.812510
W3135359678,25,21,4,1,0.0,0.0,1.0,"{""Computer Science"": 21}",2026-06-09T20:30:56.812510
W3044873333,28,24,4,3,0.9184277849930971,0.08333333333333301,0.5,"{""Computer Science"": 12, ""Mathematics"": 10, ""Social Sciences"": 2}",2026-06-09T20:30:56.812510
W2796493120,3,3,0,1,0.0,0.0,1.0,"{""Computer Science"": 3}",2026-06-09T20:30:56.812510
W3035348754,31,29,2,1,0.0,0.0,1.0,"{""Computer Science"": 29}",2026-06-09T20:30:56.812510
W4286970899,44,38,6,9,1.492163014687147,0.342105263157894,0.5789473684210521,"{""Agricultural and Biological Sciences"": 1, ""Business, Management and Accounting"": 3, ""Computer Science"": 22, ""Decision Sciences"": 4, ""Economics, Econometrics and Finance"": 2, ""Engineering"": 1, ""Medicine"": 1, ""Psychology"": 3, ""Social Sciences"": 1}",2026-06-09T20:30:56.812510
W3001801466,18,18,0,1,0.0,0.0,1.0,"{""Computer Science"": 18}",2026-06-09T20:30:56.812510
W3085371079,9,8,1,1,0.0,0.0,1.0,"{""Computer Science"": 8}",2026-06-09T20:30:56.812510
W3178524183,25,21,4,3,0.380506218477595,0.0,0.9047619047619041,"{""Computer Science"": 19, ""Engineering"": 1, ""Mathematics"": 1}",2026-06-09T20:30:56.812510
W4287024647,0,0,0,0,,,,{},2026-06-09T20:30:56.812510
W4304150018,0,0,0,0,,,,{},2026-06-09T20:30:56.812510
W3004473480,22,21,1,1,0.0,0.0,1.0,"{""Computer Science"": 21}",2026-06-09T20:30:56.812510
W4287661888,0,0,0,0,,,,{},2026-06-09T20:30:56.812510
W3210397280,43,40,3,6,1.3089618459912171,0.125,0.47500000000000003,"{""Biochemistry, Genetics and Molecular Biology"": 1, ""Computer Science"": 19, ""Health Professions"": 1, ""Medicine"": 12, ""Neuroscience"": 2, ""Psychology"": 5}",2026-06-09T20:30:56.812510
W4285579292,0,0,0,0,,,,{},2026-06-09T20:30:56.812510
W2989565619,15,13,2,4,0.7937300551584241,0.07692307692307601,0.769230769230769,"{""Computer Science"": 10, ""Engineering"": 1, ""Neuroscience"": 1, ""Psychology"": 1}",2026-06-09T20:30:56.812510
W2586240356,53,49,4,5,1.213148416908437,0.040816326530612006,0.5714285714285711,"{""Computer Science"": 28, ""Decision Sciences"": 2, ""Engineering"": 8, ""Mathematics"": 3, ""Physics and Astronomy"": 8}",2026-06-09T20:30:56.812510
W3183645852,41,29,12,2,0.250954804357619,0.068965517241379,0.9310344827586201,"{""Computer Science"": 27, ""Psychology"": 2}",2026-06-09T20:30:56.812510
W3109541476,24,17,7,1,0.0,0.0,1.0,"{""Computer Science"": 17}",2026-06-09T20:30:56.812510
W4389014241,0,0,0,0,,,,{},2026-06-09T20:30:56.812510
W4306676716,0,0,0,0,,,,{},2026-06-09T20:30:56.812510
W4287782133,0,0,0,0,,,,{},2026-06-09T20:30:56.812510
W2982102827,52,48,4,1,0.0,0.0,1.0,"{""Computer Science"": 48}",2026-06-09T20:30:56.813519
W2989783095,24,20,4,1,0.0,0.0,1.0,"{""Computer Science"": 20}",2026-06-09T20:30:56.813519
W3014518624,45,39,6,2,0.11924692639624401,0.025641025641025002,0.9743589743589741,"{""Computer Science"": 38, ""Social Sciences"": 1}",2026-06-09T20:30:56.813519
W2948184675,27,22,5,3,0.576382066624893,0.045454545454545005,0.818181818181818,"{""Arts and Humanities"": 1, ""Computer Science"": 18, ""Neuroscience"": 3}",2026-06-09T20:30:56.813519
W2950437211,25,20,5,3,0.687435750503355,0.2,0.75,"{""Computer Science"": 15, ""Neuroscience"": 1, ""Social Sciences"": 4}",2026-06-09T20:30:56.813519
W3092133063,38,33,5,4,0.49535988174746004,0.12121212121212101,0.8787878787878781,"{""Arts and Humanities"": 1, ""Computer Science"": 29, ""Decision Sciences"": 2, ""Social Sciences"": 1}",2026-06-09T20:30:56.813519
W2952772039,0,0,0,0,,,,{},2026-06-09T20:30:56.813519
