work_id,resolved_work_id,status,error_stage,error_detail,reference_count_total,reference_count_with_primary_topic,reference_count_missing_primary_topic,reference_count_unresolved,reference_topic_coverage,reference_field_diversity,reference_entropy,hss_reference_share,cs_core_reference_share,processed_at_utc
W2973888354,,OK,,,30,28,2,,,1,0.0,0.0,1.0,2026-06-09T20:35:38.866697
W3198108422,,OK,,,65,64,1,,,4,0.7103338957409322,0.203125,0.796875,2026-06-09T20:35:38.866697
W4287643379,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:38.866697
W2954914497,,OK,,,32,26,6,,,2,0.16302362949436594,0.0,0.9615384615384616,2026-06-09T20:35:38.866697
W3204263223,,OK,,,50,43,7,,,4,0.32968434442478445,0.0,0.9302325581395349,2026-06-09T20:35:38.866697
W4287704477,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:38.866697
W2946108624,,OK,,,40,32,8,,,3,0.5385569462609421,0.0,0.84375,2026-06-09T20:35:38.866697
W2981613165,,OK,,,29,24,5,,,5,0.7892773734611849,0.041666666666666664,0.7916666666666666,2026-06-09T20:35:38.866697
W2768192412,,OK,,,32,29,3,,,2,0.14999492361041503,0.0,0.9655172413793104,2026-06-09T20:35:38.866697
W4287265319,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:38.866697
W3092419012,,OK,,,20,20,0,,,4,0.7083465777061715,0.15,0.8,2026-06-09T20:35:38.866697
W4287070342,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:38.866697
W2989354429,,OK,,,29,26,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:38.866697
W2617565145,,OK,,,22,21,1,,,1,0.0,0.0,1.0,2026-06-09T20:35:38.866697
W3164539510,,OK,,,13,10,3,,,2,0.5004024235381879,0.2,0.8,2026-06-09T20:35:38.866697
W3129700954,,OK,,,32,28,4,,,1,0.0,0.0,1.0,2026-06-09T20:35:38.866697
W4214781837,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:38.866697
W2951022568,,OK,,,5,5,0,,,1,0.0,0.0,1.0,2026-06-09T20:35:38.866697
W2739672253,,OK,,,13,13,0,,,1,0.0,0.0,1.0,2026-06-09T20:35:38.866697
W2765157699,,OK,,,35,32,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:38.866697
W3157530320,,OK,,,51,44,7,,,7,0.7162292446238021,0.022727272727272728,0.8409090909090909,2026-06-09T20:35:38.866697
W2784966376,,OK,,,23,22,1,,,2,0.18490739916777568,0.0,0.9545454545454546,2026-06-09T20:35:38.866697
W2952264256,,OK,,,25,22,3,,,3,0.8599672810355049,0.0,0.6363636363636364,2026-06-09T20:35:38.867694
W3177317342,,OK,,,23,17,6,,,2,0.22371807606583377,0.0,0.9411764705882353,2026-06-09T20:35:38.867694
W2745643943,,OK,,,21,20,1,,,4,0.9819416009240194,0.1,0.2,2026-06-09T20:35:38.867694
W2887717948,,OK,,,36,34,2,,,1,0.0,0.0,1.0,2026-06-09T20:35:38.867694
W3014387963,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:38.867694
W3170072081,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:38.867694
W3017530323,,OK,,,33,29,4,,,3,0.6929392011734025,0.034482758620689655,0.7241379310344828,2026-06-09T20:35:38.867694
W4286857712,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:38.867694
W3188969238,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:38.867694
W2971629656,,OK,,,27,27,0,,,3,0.8144442357333948,0.5925925925925926,0.4074074074074074,2026-06-09T20:35:49.539338
W3117674231,,OK,,,23,22,1,,,3,0.7088329479943613,0.045454545454545456,0.22727272727272727,2026-06-09T20:35:49.539338
W3005214328,,OK,,,32,27,5,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.539338
W4297683204,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.539338
W2950628382,,OK,,,24,23,1,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.539338
W2900782646,,OK,,,39,38,1,,,3,0.7876811400414283,0.0,0.42105263157894735,2026-06-09T20:35:49.540335
W3092357767,,OK,,,41,34,7,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.540335
W3039485822,,OK,,,31,25,6,,,7,1.605761263067696,0.0,0.28,2026-06-09T20:35:49.540335
W3202547018,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.540335
W2906970231,,OK,,,37,33,4,,,3,0.8753644152637776,0.0,0.5151515151515151,2026-06-09T20:35:49.540335
W3008544205,,OK,,,7,5,2,,,2,0.5004024235381879,0.2,0.8,2026-06-09T20:35:49.540335
W4226154546,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.540335
W3214681389,,OK,,,22,12,10,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.540335
W3174346122,,OK,,,32,30,2,,,4,0.9164815533375638,0.0,0.5666666666666667,2026-06-09T20:35:49.540335
W2951025442,,OK,,,11,10,1,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.540335
W2799293849,,OK,,,20,20,0,,,2,0.3250829733914482,0.0,0.1,2026-06-09T20:35:49.540335
W3009666080,,OK,,,41,38,3,,,5,0.4824214798066624,0.02631578947368421,0.8947368421052632,2026-06-09T20:35:49.540335
W3082864805,,OK,,,66,54,12,,,4,0.7690420843327515,0.0,0.18518518518518517,2026-06-09T20:35:49.540335
W3080608690,,OK,,,35,25,10,,,2,0.167944147734173,0.0,0.96,2026-06-09T20:35:49.540335
W4287125947,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.540335
W3214066033,,OK,,,36,32,4,,,2,0.13906079845474112,0.0,0.96875,2026-06-09T20:35:49.540335
W3046828968,,OK,,,28,25,3,,,2,0.167944147734173,0.04,0.96,2026-06-09T20:35:49.540335
W2762616984,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.540335
W3096509182,,OK,,,37,32,5,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.540335
W2954653812,,OK,,,19,17,2,,,7,1.7582428597165525,0.29411764705882354,0.23529411764705882,2026-06-09T20:35:49.540335
W3000341460,,OK,,,31,28,3,,,2,0.46922034844159877,0.0,0.8214285714285714,2026-06-09T20:35:49.541331
W2908339748,,OK,,,43,42,1,,,4,0.490608868519652,0.0,0.8809523809523809,2026-06-09T20:35:49.541331
W2951727016,,OK,,,13,11,2,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.541331
W3211602610,,OK,,,21,16,5,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.541331
W3020937735,,OK,,,77,68,9,,,6,0.9970782522620613,0.0,0.4117647058823529,2026-06-09T20:35:49.541331
W3142625243,,OK,,,7,5,2,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.541331
W3118611236,,OK,,,64,61,3,,,5,1.3939897441615294,0.01639344262295082,0.19672131147540983,2026-06-09T20:35:49.541331
W3025271737,,OK,,,30,21,9,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.541331
W2952245832,,OK,,,12,11,1,,,2,0.6554817739013927,0.0,0.6363636363636364,2026-06-09T20:35:49.541331
W3106607871,,OK,,,27,22,5,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.541331
W3196087707,,OK,,,53,49,4,,,5,0.874466185779915,0.0,0.2857142857142857,2026-06-09T20:35:49.541331
W2901394416,,OK,,,22,20,2,,,3,0.6874357505033553,0.0,0.2,2026-06-09T20:35:49.541331
W3210776386,,OK,,,42,34,8,,,4,0.9879359291927978,0.0,0.6470588235294118,2026-06-09T20:35:49.541331
W3108450142,,OK,,,39,35,4,,,3,0.25864093210673234,0.02857142857142857,0.9428571428571428,2026-06-09T20:35:49.541331
W3115933132,,OK,,,43,32,11,,,3,0.5670577918394442,0.0,0.8125,2026-06-09T20:35:49.541331
W3190781103,,OK,,,30,23,7,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W4287367411,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.542328
W2953071394,,OK,,,42,34,8,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W3136378207,,OK,,,41,36,5,,,7,1.117139444333211,0.2777777777777778,0.6944444444444444,2026-06-09T20:35:49.542328
W2881430810,,OK,,,4,4,0,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W2996497802,,OK,,,33,32,1,,,3,0.5115867519685875,0.125,0.84375,2026-06-09T20:35:49.542328
W3080684023,,OK,,,35,32,3,,,2,0.2337916587064593,0.0,0.9375,2026-06-09T20:35:49.542328
W4288301518,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.542328
W3080813563,,OK,,,18,17,1,,,2,0.4659992569610426,0.0,0.17647058823529413,2026-06-09T20:35:49.542328
W3126080939,,OK,,,29,26,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W3157697407,,OK,,,42,38,4,,,2,0.12169240267806193,0.02631578947368421,0.9736842105263158,2026-06-09T20:35:49.542328
W4313295180,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.542328
W2953026746,,OK,,,35,28,7,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W3092597737,,OK,,,26,22,4,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W3026470569,,OK,,,3,2,1,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W2912012050,,OK,,,24,22,2,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W2914029346,,OK,,,13,12,1,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W3139019531,,OK,,,8,8,0,,,2,0.6931471805599453,0.0,0.5,2026-06-09T20:35:49.542328
W4226067560,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.542328
W2891039518,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.542328
W2956996930,,OK,,,45,39,6,,,3,0.23781901105692071,0.0,0.9487179487179487,2026-06-09T20:35:49.542328
W2899775901,,OK,,,25,23,2,,,2,0.17884491271684755,0.0,0.9565217391304348,2026-06-09T20:35:49.542328
W2787059033,,OK,,,5,5,0,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.542328
W4226213065,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.542328
W3126805032,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.542328
W3027279468,,OK,,,24,20,4,,,2,0.1985152433458726,0.05,0.95,2026-06-09T20:35:49.542328
W4200632495,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.542328
W2964895772,,OK,,,21,21,0,,,5,1.126626559028212,0.23809523809523808,0.6190476190476191,2026-06-09T20:35:49.542328
W2906239812,,OK,,,24,23,1,,,3,0.355712859746894,0.0,0.9130434782608695,2026-06-09T20:35:49.542328
W3005308450,,OK,,,32,28,4,,,6,1.336063382844285,0.14285714285714285,0.32142857142857145,2026-06-09T20:35:49.543325
W4291570600,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.543325
W2921602427,,OK,,,42,42,0,,,4,0.7014410300718905,0.0,0.14285714285714285,2026-06-09T20:35:49.543325
W3019909467,,OK,,,33,30,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.543325
W3092428375,,OK,,,54,47,7,,,5,0.551657315388433,0.0851063829787234,0.8723404255319149,2026-06-09T20:35:49.543325
W3114689729,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.543325
W2972807749,,OK,,,35,31,4,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.543325
W2794125578,,OK,,,32,29,3,,,2,0.2509548043576197,0.0,0.06896551724137931,2026-06-09T20:35:49.543325
W3045453815,,OK,,,50,47,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.543325
W2951733164,,OK,,,38,35,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.543325
W3134417862,,OK,,,1,1,0,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.543325
W3093119512,,OK,,,28,26,2,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.543325
W3186837066,,OK,,,16,16,0,,,2,0.37677016125643675,0.0,0.125,2026-06-09T20:35:49.543325
W2887799774,,OK,,,13,10,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.543325
W3180402839,,OK,,,60,49,11,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.543325
W2978945723,,OK,,,24,22,2,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.543325
W2915444840,,OK,,,57,51,6,,,2,0.09650896073594732,0.0,0.9803921568627451,2026-06-09T20:35:49.543325
W3025915648,,OK,,,97,87,10,,,3,0.1719436880343741,0.0,0.9655172413793104,2026-06-09T20:35:49.544321
W4226051569,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.544321
W4300122829,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.544321
W4287235545,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.544321
W4287555334,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:49.544321
W2951632259,,OK,,,12,7,5,,,2,0.5982695885852573,0.2857142857142857,0.7142857142857143,2026-06-09T20:35:49.544321
W3153036049,,OK,,,12,12,0,,,3,0.5660857389596289,0.0,0.8333333333333334,2026-06-09T20:35:49.544321
W3108358516,,OK,,,45,35,10,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.544321
W3158136698,,OK,,,37,34,3,,,3,0.8594494477843307,0.0,0.5588235294117647,2026-06-09T20:35:49.544321
W3043718281,,OK,,,30,27,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:49.544321
W3112356792,,OK,,,49,46,3,,,4,0.31273694051467793,0.0,0.9347826086956522,2026-06-09T20:35:49.544321
W2943368643,,OK,,,73,70,3,,,7,0.6523652517412141,0.04285714285714286,0.8571428571428571,2026-06-09T20:35:49.544321
W2949917975,,OK,,,27,25,2,,,3,0.44330669146808716,0.12,0.88,2026-06-09T20:35:49.544321
W3012876324,,OK,,,12,12,0,,,2,0.6365141682948128,0.0,0.3333333333333333,2026-06-09T20:35:49.544321
W4394668510,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.373895
W3164582310,,OK,,,50,43,7,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.373895
W3112567121,,OK,,,59,54,5,,,4,0.5638262956571954,0.018518518518518517,0.8518518518518519,2026-06-09T20:35:59.373895
W3093217081,,OK,,,19,17,2,,,3,0.4437572842601484,0.0,0.8823529411764706,2026-06-09T20:35:59.373895
W3035099023,,OK,,,40,37,3,,,2,0.12425083738963087,0.0,0.972972972972973,2026-06-09T20:35:59.373895
W2618238855,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.373895
W4287758381,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.373895
W2952805129,,OK,,,24,22,2,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.373895
W4320931833,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.373895
W2951410032,,OK,,,44,33,11,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.373895
W2970332196,,OK,,,31,26,5,,,3,0.32450838693107065,0.038461538461538464,0.9230769230769231,2026-06-09T20:35:59.373895
W2898637828,,OK,,,38,35,3,,,7,1.4759729964744734,0.2571428571428571,0.4857142857142857,2026-06-09T20:35:59.373895
W3174380869,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.373895
W2952138345,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.373895
W2947111506,,OK,,,32,30,2,,,5,0.9499968311799217,0.03333333333333333,0.6666666666666666,2026-06-09T20:35:59.373895
W3174040111,,OK,,,32,32,0,,,7,1.7197986843981032,0.125,0.3125,2026-06-09T20:35:59.373895
W3111997029,,OK,,,28,28,0,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.373895
W3165756807,,OK,,,13,10,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.373895
W2888152654,,OK,,,44,40,4,,,3,0.23317260237386989,0.0,0.025,2026-06-09T20:35:59.373895
W3017308947,,OK,,,8,8,0,,,3,0.9743147528693494,0.0,0.375,2026-06-09T20:35:59.373895
W2949190861,,OK,,,38,31,7,,,4,0.42425409852044593,0.03225806451612903,0.9032258064516129,2026-06-09T20:35:59.374897
W3161452892,,OK,,,15,12,3,,,2,0.2868359830561607,0.0,0.9166666666666666,2026-06-09T20:35:59.374897
W3092634798,,OK,,,15,15,0,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.374897
W4287773895,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.374897
W2965457701,,OK,,,51,48,3,,,5,1.0692165045934012,0.0,0.625,2026-06-09T20:35:59.374897
W4288022139,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.374897
W3177307299,,OK,,,64,51,13,,,3,0.26116008596552864,0.0,0.9411764705882353,2026-06-09T20:35:59.374897
W4287067372,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.374897
W2990591103,,OK,,,32,28,4,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.374897
W3198041036,,OK,,,47,43,4,,,6,0.8317888732471996,0.0,0.046511627906976744,2026-06-09T20:35:59.374897
W3037468418,,OK,,,24,19,5,,,2,0.20619205063323187,0.0,0.9473684210526315,2026-06-09T20:35:59.374897
W2798479786,,OK,,,11,10,1,,,2,0.5004024235381879,0.0,0.8,2026-06-09T20:35:59.374897
W2767768936,,OK,,,28,25,3,,,2,0.2787693717685874,0.0,0.92,2026-06-09T20:35:59.374897
W4200629348,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.374897
W3047106524,,OK,,,59,55,4,,,5,0.6865543039990306,0.01818181818181818,0.8181818181818182,2026-06-09T20:35:59.374897
W3168030693,,OK,,,47,44,3,,,2,0.10847133903591605,0.022727272727272728,0.9772727272727273,2026-06-09T20:35:59.374897
W2773822926,,OK,,,78,72,6,,,2,0.12693054534140227,0.0,0.9722222222222222,2026-06-09T20:35:59.374897
W2947711051,,OK,,,31,28,3,,,4,0.45820823797145316,0.0,0.8928571428571429,2026-06-09T20:35:59.375992
W3210661632,,OK,,,44,43,1,,,7,1.2345858303925352,0.32558139534883723,0.6046511627906976,2026-06-09T20:35:59.375992
W3092474527,,OK,,,2,2,0,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.375992
W2606410509,,OK,,,20,18,2,,,2,0.45056120886630463,0.0,0.16666666666666666,2026-06-09T20:35:59.375992
W4324204232,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.375992
W3150583748,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.375992
W4307802673,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.375992
W3094535217,,OK,,,34,28,6,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.375992
W3217561207,,OK,,,44,40,4,,,3,0.718717574624614,0.0,0.3,2026-06-09T20:35:59.375992
W2968613067,,OK,,,26,22,4,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.375992
W4287115802,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.375992
W3188760190,,OK,,,27,23,4,,,2,0.17884491271684755,0.0,0.9565217391304348,2026-06-09T20:35:59.375992
W3021435201,,OK,,,19,14,5,,,3,0.509137344082687,0.0,0.8571428571428571,2026-06-09T20:35:59.375992
W2991703155,,OK,,,20,17,3,,,3,0.5783252866601272,0.0,0.0,2026-06-09T20:35:59.375992
W3206867351,,OK,,,21,19,2,,,2,0.20619205063323187,0.0,0.9473684210526315,2026-06-09T20:35:59.375992
W4286977318,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.375992
W4226231519,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.375992
W2619180124,,OK,,,17,14,3,,,1,0.0,0.0,0.0,2026-06-09T20:35:59.375992
W3149140528,,OK,,,21,18,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.375992
W2982437993,,OK,,,11,7,4,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.375992
W3115402742,,OK,,,21,16,5,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.375992
W3113212054,,OK,,,26,24,2,,,4,1.012896353485113,0.20833333333333334,0.625,2026-06-09T20:35:59.375992
W3170954064,,OK,,,59,43,16,,,5,0.5896524066220256,0.09302325581395349,0.8604651162790697,2026-06-09T20:35:59.375992
W2618606525,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.375992
W2976132685,,OK,,,20,17,3,,,2,0.22371807606583377,0.0,0.9411764705882353,2026-06-09T20:35:59.375992
W3013455799,,OK,,,30,25,5,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.375992
W4288072440,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.375992
W4289660127,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.375992
W3162994833,,OK,,,52,42,10,,,2,0.31449220128141064,0.09523809523809523,0.9047619047619048,2026-06-09T20:35:59.376992
W2791193517,,OK,,,2,1,1,,,1,0.0,0.0,0.0,2026-06-09T20:35:59.376992
W4300426588,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.376992
W3188590866,,OK,,,45,39,6,,,4,0.35569801063169865,0.0,0.9230769230769231,2026-06-09T20:35:59.376992
W4287444434,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.376992
W3088149754,,OK,,,13,13,0,,,5,1.0437938808441543,0.0,0.07692307692307693,2026-06-09T20:35:59.376992
W3047014677,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.376992
W3110956786,,OK,,,54,48,6,,,4,0.30245492674821617,0.0,0.9375,2026-06-09T20:35:59.376992
W3208952933,,OK,,,32,29,3,,,5,0.9996329342771757,0.3103448275862069,0.6206896551724138,2026-06-09T20:35:59.376992
W2897726470,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.376992
W4287177357,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.376992
W3047453320,,OK,,,15,12,3,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.376992
W3014185253,,OK,,,34,32,2,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.376992
W3136588763,,OK,,,12,10,2,,,2,0.5004024235381879,0.2,0.8,2026-06-09T20:35:59.376992
W3128560992,,OK,,,19,15,4,,,4,1.1710598699903711,0.4666666666666667,0.13333333333333333,2026-06-09T20:35:59.376992
W3088816147,,OK,,,45,43,2,,,2,0.11045304667259806,0.0,0.9767441860465116,2026-06-09T20:35:59.376992
W3213497421,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.376992
W3037607538,,OK,,,37,34,3,,,4,0.4845306478224981,0.058823529411764705,0.029411764705882353,2026-06-09T20:35:59.376992
W2797321168,,OK,,,15,14,1,,,4,0.8953326659680909,0.0,0.7142857142857143,2026-06-09T20:35:59.376992
W3011296214,,OK,,,48,46,2,,,5,1.3923682083211166,0.30434782608695654,0.32608695652173914,2026-06-09T20:35:59.376992
W3213180006,,OK,,,37,34,3,,,4,0.9094930464766149,0.0,0.4117647058823529,2026-06-09T20:35:59.376992
W3047551635,,OK,,,65,55,10,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.376992
W4287262514,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.376992
W3185017517,,OK,,,28,26,2,,,2,0.6172417697303416,0.0,0.3076923076923077,2026-06-09T20:35:59.377996
W3115598554,,OK,,,27,24,3,,,4,0.8358948132176883,0.25,0.7083333333333334,2026-06-09T20:35:59.377996
W4200631927,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.377996
W3008464434,,OK,,,21,18,3,,,3,0.5566469035821068,0.0,0.8333333333333334,2026-06-09T20:35:59.377996
W3207401790,,OK,,,55,43,12,,,4,0.832493185537039,0.023255813953488372,0.627906976744186,2026-06-09T20:35:59.377996
W2746890106,,OK,,,20,19,1,,,3,0.6605788876520756,0.21052631578947367,0.7894736842105263,2026-06-09T20:35:59.377996
W2999197703,,OK,,,22,21,1,,,3,0.5940241655824705,0.14285714285714285,0.8095238095238095,2026-06-09T20:35:59.377996
W2957402139,,OK,,,11,11,0,,,3,0.6001660731596457,0.0,0.8181818181818182,2026-06-09T20:35:59.377996
W2807602211,,OK,,,19,18,1,,,1,0.0,0.0,1.0,2026-06-09T20:35:59.377996
W3153669773,,OK,,,108,90,18,,,3,0.16736188495172424,0.03333333333333333,0.9666666666666667,2026-06-09T20:35:59.377996
W4287388947,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:35:59.377996
W3084850341,,OK,,,28,26,2,,,5,0.8470490690476513,0.11538461538461539,0.7692307692307693,2026-06-09T20:35:59.377996
W3164247101,,OK,,,24,21,3,,,1,0.0,0.0,1.0,2026-06-09T20:36:08.919289
W4200630886,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:36:08.919289
W2948846026,,OK,,,63,61,2,,,3,0.7517086547661883,0.0,0.4098360655737705,2026-06-09T20:36:08.919289
W3126753615,,OK,,,14,14,0,,,3,0.7589367727620596,0.07142857142857142,0.21428571428571427,2026-06-09T20:36:08.919289
W2980624012,,OK,,,30,26,4,,,1,0.0,0.0,1.0,2026-06-09T20:36:08.919289
W2955993776,,OK,,,11,10,1,,,1,0.0,0.0,0.0,2026-06-09T20:36:08.920335
W4287817350,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:36:08.920335
W3093044123,,OK,,,38,32,6,,,1,0.0,0.0,1.0,2026-06-09T20:36:08.920335
W4288348198,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:36:08.920335
W3004721315,,OK,,,11,11,0,,,1,0.0,0.0,1.0,2026-06-09T20:36:08.920335
W4306884143,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:36:08.920335
W3092325538,,OK,,,28,28,0,,,4,1.1392061159693534,0.42857142857142855,0.5,2026-06-09T20:36:08.920335
W3165465750,,OK,,,37,30,7,,,4,1.2333059780380897,0.5,0.4,2026-06-09T20:36:08.920335
W2803391985,,OK,,,8,8,0,,,2,0.37677016125643675,0.0,0.875,2026-06-09T20:36:08.920335
W2955549770,,OK,,,39,36,3,,,3,0.2530673318741798,0.0,0.027777777777777776,2026-06-09T20:36:08.920335
