work_id,resolved_work_id,status,error_stage,error_detail,reference_count_total,reference_count_with_primary_topic,reference_count_missing_primary_topic,reference_count_unresolved,reference_topic_coverage,reference_field_diversity,reference_entropy,hss_reference_share,cs_core_reference_share,processed_at_utc
W4286901795,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.037672
W3004988528,,OK,,,21,17,4,,,2,0.362210557135449,0.0,0.8823529411764706,2026-06-09T20:42:21.037672
W3145075715,,OK,,,22,16,6,,,1,0.0,0.0,1.0,2026-06-09T20:42:21.037672
W4286410729,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.037672
W3200487203,,OK,,,17,15,2,,,2,0.24493002679463532,0.0,0.9333333333333333,2026-06-09T20:42:21.037672
W4287778551,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.037672
W3017364690,,OK,,,15,14,1,,,2,0.25731864054383163,0.07142857142857142,0.9285714285714286,2026-06-09T20:42:21.037672
W2943080640,,OK,,,19,19,0,,,3,0.708018976056273,0.0,0.7368421052631579,2026-06-09T20:42:21.037672
W2951885263,,OK,,,12,12,0,,,2,0.6791932659915256,0.0,0.4166666666666667,2026-06-09T20:42:21.037672
W4287871679,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.037672
W2908272383,,OK,,,12,11,1,,,2,0.6890092384766586,0.0,0.45454545454545453,2026-06-09T20:42:21.037672
W2953314719,,OK,,,14,13,1,,,2,0.6172417697303416,0.0,0.6923076923076923,2026-06-09T20:42:21.037672
W4299701620,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.037672
W4307098273,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.037672
W4289478770,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.037672
W3196573646,,OK,,,43,39,4,,,3,0.5779967022096044,0.0,0.8205128205128205,2026-06-09T20:42:21.037672
W3208113726,,OK,,,28,28,0,,,4,0.8766452322622141,0.0,0.14285714285714285,2026-06-09T20:42:21.037672
W4288112914,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.037672
W4289729852,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.037672
W2973162820,,OK,,,12,12,0,,,3,0.8239592165010823,0.0,0.6666666666666666,2026-06-09T20:42:21.037672
W3100588052,,OK,,,27,26,1,,,1,0.0,0.0,1.0,2026-06-09T20:42:21.038669
W4287079788,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.038669
W3154072497,,OK,,,21,20,1,,,3,0.5181862130502128,0.0,0.85,2026-06-09T20:42:21.038669
W3127683703,,OK,,,19,15,4,,,4,1.1369165918330009,0.13333333333333333,0.26666666666666666,2026-06-09T20:42:21.038669
W2894994654,,OK,,,9,9,0,,,3,0.9950269901795212,0.0,0.2222222222222222,2026-06-09T20:42:21.038669
W2897170480,,OK,,,14,14,0,,,2,0.25731864054383163,0.0,0.9285714285714286,2026-06-09T20:42:21.038669
W3214519225,,OK,,,20,19,1,,,4,1.0102099474266797,0.05263157894736842,0.21052631578947367,2026-06-09T20:42:21.038669
W3175403322,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:21.038669
W2886170582,,OK,,,9,8,1,,,2,0.5623351446188083,0.0,0.25,2026-06-09T20:42:21.038669
W2782551365,,OK,,,10,8,2,,,2,0.37677016125643675,0.0,0.875,2026-06-09T20:42:21.038669
W3174937206,,OK,,,26,17,9,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.352518
W4288149560,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.352518
W4287606408,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.352518
W4287775705,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.352518
W3159035164,,OK,,,26,19,7,,,3,0.40945861869508926,0.05263157894736842,0.8947368421052632,2026-06-09T20:42:30.352518
W4287319986,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.352518
W2970606115,,OK,,,38,34,4,,,3,0.4283676329729558,0.11764705882352941,0.8823529411764706,2026-06-09T20:42:30.352518
W4301685467,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.352518
W3212259741,,OK,,,39,33,6,,,2,0.13579395875159386,0.030303030303030304,0.9696969696969697,2026-06-09T20:42:30.352518
W3199338658,,OK,,,65,49,16,,,2,0.09962338946616205,0.0,0.9795918367346939,2026-06-09T20:42:30.352518
W3092429794,,OK,,,15,9,6,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.352518
W4288401669,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.352518
W4286410734,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.352518
W4293869698,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.352518
W3157006270,,OK,,,29,25,4,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.352518
W3096766516,,OK,,,20,15,5,,,4,0.857174043642079,0.06666666666666667,0.7333333333333333,2026-06-09T20:42:30.352518
W2951910348,,OK,,,24,23,1,,,4,0.8378090821865456,0.0,0.13043478260869565,2026-06-09T20:42:30.353828
W2972751125,,OK,,,69,64,5,,,2,0.08048483706800685,0.0,0.984375,2026-06-09T20:42:30.353828
W4225883664,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W4287603251,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W4287906084,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3157551815,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3093422178,,OK,,,11,10,1,,,2,0.5004024235381879,0.0,0.2,2026-06-09T20:42:30.353828
W4293398195,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W4287121106,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W2766309294,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W4287626426,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3181138750,,OK,,,21,21,0,,,3,0.5940241655824705,0.14285714285714285,0.8095238095238095,2026-06-09T20:42:30.353828
W3208094901,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W4287366610,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W4298194562,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W2909319872,,OK,,,20,15,5,,,2,0.24493002679463532,0.0,0.9333333333333333,2026-06-09T20:42:30.353828
W4285787002,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3119163653,,OK,,,29,26,3,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.353828
W2953078616,,OK,,,9,9,0,,,3,0.8486855577264172,0.0,0.2222222222222222,2026-06-09T20:42:30.353828
W4300773924,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3134778941,,OK,,,20,19,1,,,3,0.7659373365785205,0.0,0.6842105263157895,2026-06-09T20:42:30.353828
W3192153617,,OK,,,10,8,2,,,2,0.37677016125643675,0.125,0.875,2026-06-09T20:42:30.353828
W3217030915,,OK,,,20,20,0,,,2,0.6474466390346325,0.35,0.65,2026-06-09T20:42:30.353828
W2952788770,,OK,,,21,21,0,,,5,1.5040512019194194,0.0,0.14285714285714285,2026-06-09T20:42:30.353828
W4289670489,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3100430603,,OK,,,33,32,1,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.353828
W3008713067,,OK,,,14,13,1,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.353828
W3194488239,,OK,,,26,23,3,,,3,0.4702359623552492,0.0,0.8695652173913043,2026-06-09T20:42:30.353828
W3210158061,,OK,,,33,26,7,,,4,0.589280063598296,0.038461538461538464,0.8461538461538461,2026-06-09T20:42:30.353828
W2700978538,,OK,,,2,2,0,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.353828
W3214214865,,OK,,,24,20,4,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.353828
W4287780378,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3202494551,,OK,,,53,45,8,,,3,0.21262682366313784,0.0,0.9555555555555556,2026-06-09T20:42:30.353828
W2978040894,,OK,,,27,24,3,,,3,0.4563344322932884,0.0,0.875,2026-06-09T20:42:30.353828
W4308235297,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3141767361,,OK,,,11,10,1,,,4,1.1682824501765625,0.0,0.3,2026-06-09T20:42:30.353828
W3097821124,,OK,,,28,22,6,,,4,1.1899698484728938,0.5,0.45454545454545453,2026-06-09T20:42:30.353828
W3214686907,,OK,,,18,15,3,,,2,0.39267446722755217,0.0,0.8666666666666667,2026-06-09T20:42:30.353828
W4291015668,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W4298104807,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W4287775201,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3179601161,,OK,,,40,38,2,,,2,0.12169240267806193,0.0,0.9736842105263158,2026-06-09T20:42:30.353828
W4226265366,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.353828
W3089952842,,OK,,,28,26,2,,,2,0.16302362949436594,0.0,0.9615384615384616,2026-06-09T20:42:30.354989
W3211982067,,OK,,,30,26,4,,,2,0.16302362949436594,0.0,0.9615384615384616,2026-06-09T20:42:30.354989
W4299413578,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.354989
W4287181718,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.354989
W2617811991,,OK,,,1,1,0,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.354989
W3213249713,,OK,,,40,30,10,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.354989
W4226050675,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.354989
W3105603201,,OK,,,45,43,2,,,2,0.11045304667259806,0.0,0.023255813953488372,2026-06-09T20:42:30.354989
W4287645194,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.354989
W4287119591,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.354989
W3136886378,,OK,,,23,19,4,,,3,0.40945861869508926,0.0,0.8947368421052632,2026-06-09T20:42:30.354989
W3040844305,,OK,,,11,9,2,,,4,1.2730283365896256,0.3333333333333333,0.4444444444444444,2026-06-09T20:42:30.354989
W2950172446,,OK,,,9,9,0,,,5,1.4270610433807247,0.1111111111111111,0.4444444444444444,2026-06-09T20:42:30.354989
W3092248962,,OK,,,32,28,4,,,4,0.6389115161618192,0.10714285714285714,0.8214285714285714,2026-06-09T20:42:30.354989
W4288633990,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.354989
W3119192675,,OK,,,38,31,7,,,2,0.3179367802622418,0.0,0.0967741935483871,2026-06-09T20:42:30.354989
W3164317964,,OK,,,35,31,4,,,5,0.7486812579062818,0.0,0.8064516129032258,2026-06-09T20:42:30.354989
W2991971610,,OK,,,19,18,1,,,3,0.42584844923858145,0.0,0.8888888888888888,2026-06-09T20:42:30.354989
W3036671734,,OK,,,37,36,1,,,3,0.2530673318741798,0.0,0.9444444444444444,2026-06-09T20:42:30.354989
W4287025293,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.354989
W3000356759,,OK,,,23,20,3,,,3,1.0397207708399179,0.0,0.25,2026-06-09T20:42:30.354989
W3108464563,,OK,,,26,23,3,,,2,0.6145033203107282,0.30434782608695654,0.6956521739130435,2026-06-09T20:42:30.354989
W3046464892,,OK,,,10,8,2,,,2,0.37677016125643675,0.0,0.875,2026-06-09T20:42:30.354989
W4287867587,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.354989
W2954077879,,OK,,,22,20,2,,,2,0.3250829733914482,0.1,0.9,2026-06-09T20:42:30.354989
W3199394443,,OK,,,32,26,6,,,4,0.9790587788709129,0.15384615384615385,0.6538461538461539,2026-06-09T20:42:30.354989
W3117817126,,OK,,,29,27,2,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.354989
W3137185187,,OK,,,42,40,2,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.354989
W2966631261,,OK,,,22,22,0,,,1,0.0,0.0,1.0,2026-06-09T20:42:30.356000
W2905572060,,OK,,,26,22,4,,,5,0.7261928332614538,0.0,0.8181818181818182,2026-06-09T20:42:30.356000
W2966525953,,OK,,,13,11,2,,,2,0.6554817739013927,0.0,0.6363636363636364,2026-06-09T20:42:30.356000
W2967428268,,OK,,,23,19,4,,,4,0.9430456700020091,0.3157894736842105,0.6842105263157895,2026-06-09T20:42:30.356000
W4298015117,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.356000
W4287816999,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.356000
W4286413730,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.356000
W4296140060,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:30.356000
W3042397850,,OK,,,15,13,2,,,3,0.6870920273799715,0.0,0.15384615384615385,2026-06-09T20:42:30.356000
W3037803052,,OK,,,15,14,1,,,3,0.509137344082687,0.0,0.8571428571428571,2026-06-09T20:42:30.356000
W3123801665,,OK,,,45,43,2,,,3,0.29744494067781024,0.06976744186046512,0.9302325581395349,2026-06-09T20:42:30.356000
W2783419130,,OK,,,20,20,0,,,4,0.8711332705993318,0.0,0.2,2026-06-09T20:42:30.356000
W2895548507,,OK,,,12,12,0,,,2,0.2868359830561607,0.08333333333333333,0.9166666666666666,2026-06-09T20:42:30.356000
W4286901166,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.371202
W3119374242,,OK,,,28,26,2,,,4,0.9894655713535606,0.0,0.6538461538461539,2026-06-09T20:42:39.371202
W2761092199,,OK,,,19,18,1,,,2,0.34883209584303193,0.1111111111111111,0.8888888888888888,2026-06-09T20:42:39.371202
W4285051087,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.371202
W3033804072,,OK,,,44,41,3,,,2,0.11466528220290656,0.0,0.975609756097561,2026-06-09T20:42:39.371202
W2898697331,,OK,,,19,17,2,,,2,0.22371807606583377,0.0,0.9411764705882353,2026-06-09T20:42:39.371202
W4286955482,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.371202
W4302763654,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.371202
W2949077787,,OK,,,34,34,0,,,4,0.39537219111499866,0.08823529411764706,0.9117647058823529,2026-06-09T20:42:39.371202
W3197682753,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.371202
W2973634898,,OK,,,23,22,1,,,3,0.6001660731596457,0.18181818181818182,0.8181818181818182,2026-06-09T20:42:39.371202
W3182186520,,OK,,,1,1,0,,,1,0.0,0.0,1.0,2026-06-09T20:42:39.371202
W2979839438,,OK,,,31,30,1,,,5,1.1805477989488211,0.5666666666666667,0.36666666666666664,2026-06-09T20:42:39.371202
W2969480604,,OK,,,45,45,0,,,4,0.6371502047079386,0.0,0.15555555555555556,2026-06-09T20:42:39.372218
W3005729070,,OK,,,56,55,1,,,4,0.590326923903324,0.0,0.8181818181818182,2026-06-09T20:42:39.372218
W3209171093,,OK,,,15,12,3,,,4,0.9830877585747856,0.3333333333333333,0.6666666666666666,2026-06-09T20:42:39.372218
W4303474162,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.372218
W3112064915,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.372218
W3210432762,,OK,,,46,43,3,,,2,0.11045304667259806,0.023255813953488372,0.9767441860465116,2026-06-09T20:42:39.372218
W3035882869,,OK,,,18,17,1,,,2,0.6774944044487072,0.0,0.5882352941176471,2026-06-09T20:42:39.372218
W4287253471,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.372218
W3047617964,,OK,,,12,11,1,,,2,0.30463609734923813,0.0,0.9090909090909091,2026-06-09T20:42:39.372218
W3134376978,,OK,,,49,40,9,,,4,0.42905505047544,0.0,0.9,2026-06-09T20:42:39.372218
W3212900138,,OK,,,50,42,8,,,4,0.6270311741805632,0.14285714285714285,0.8095238095238095,2026-06-09T20:42:39.372218
W3015210400,,OK,,,31,30,1,,,4,0.5313039033395413,0.03333333333333333,0.8666666666666667,2026-06-09T20:42:39.372218
W2561352274,,OK,,,7,7,0,,,3,1.0042424730540764,0.14285714285714285,0.42857142857142855,2026-06-09T20:42:39.372218
W4287622556,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.372218
W3215656860,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.372218
W3129014507,,OK,,,54,48,6,,,2,0.10126481756679193,0.0,0.9791666666666666,2026-06-09T20:42:39.372218
W3112620631,,OK,,,21,20,1,,,3,0.7460326647147848,0.0,0.25,2026-06-09T20:42:39.372218
W2962975966,,OK,,,8,8,0,,,2,0.37677016125643675,0.0,0.875,2026-06-09T20:42:39.372218
W3214226059,,OK,,,28,22,6,,,2,0.18490739916777568,0.0,0.9545454545454546,2026-06-09T20:42:39.372218
W3212954610,,OK,,,26,24,2,,,5,1.3114896151301974,0.25,0.5,2026-06-09T20:42:39.372218
W3039547776,,OK,,,11,9,2,,,1,0.0,0.0,1.0,2026-06-09T20:42:39.372218
W3151313160,,OK,,,44,38,6,,,1,0.0,0.0,1.0,2026-06-09T20:42:39.372218
W3213710625,,OK,,,65,55,10,,,4,0.39102432818862304,0.07272727272727272,0.9090909090909091,2026-06-09T20:42:39.373217
W3092574891,,OK,,,46,40,6,,,2,0.11690684913753106,0.0,0.975,2026-06-09T20:42:39.373217
W4297945925,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4226272982,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4287642227,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4298175948,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4287809713,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4320169852,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4287861943,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W2798509356,,OK,,,21,21,0,,,6,1.433978872133012,0.23809523809523808,0.42857142857142855,2026-06-09T20:42:39.373217
W3001192515,,OK,,,37,36,1,,,2,0.12693054534140227,0.0,0.9722222222222222,2026-06-09T20:42:39.373217
W4288373967,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4288019677,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W2995335655,,OK,,,5,4,1,,,3,1.0397207708399179,0.25,0.5,2026-06-09T20:42:39.373217
W3014545786,,OK,,,49,46,3,,,3,0.28260010657728896,0.043478260869565216,0.9347826086956522,2026-06-09T20:42:39.373217
W3159683274,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4286903634,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4288260220,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W3165180110,,OK,,,28,24,4,,,1,0.0,0.0,1.0,2026-06-09T20:42:39.373217
W3106459258,,OK,,,31,25,6,,,3,0.33422114621338295,0.08,0.92,2026-06-09T20:42:39.373217
W4288330089,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W3210229745,,OK,,,39,31,8,,,2,0.23921709381651282,0.0,0.9354838709677419,2026-06-09T20:42:39.373217
W3085225782,,OK,,,23,21,2,,,2,0.19144408195771734,0.0,0.9523809523809523,2026-06-09T20:42:39.373217
W3025257004,,OK,,,53,52,1,,,6,0.714257589603892,0.0,0.057692307692307696,2026-06-09T20:42:39.373217
W2785981848,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4287692850,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4288017040,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4286793235,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W2949424385,,OK,,,39,38,1,,,2,0.12169240267806193,0.0,0.9736842105263158,2026-06-09T20:42:39.373217
W4287181979,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4300097675,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4288329697,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W3016242994,,OK,,,52,49,3,,,2,0.09962338946616205,0.02040816326530612,0.9795918367346939,2026-06-09T20:42:39.373217
W4286980453,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4287597666,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4306684017,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4289241666,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W3043548976,,OK,,,40,39,1,,,2,0.20227300179743635,0.05128205128205128,0.9487179487179487,2026-06-09T20:42:39.373217
W4288265767,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.373217
W4288088940,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W2959322529,,OK,,,20,20,0,,,4,0.7999027794271169,0.1,0.15,2026-06-09T20:42:39.374253
W4288092428,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W3147488664,,OK,,,37,34,3,,,2,0.13269142083987176,0.029411764705882353,0.9705882352941176,2026-06-09T20:42:39.374253
W2604406962,,OK,,,2,1,1,,,1,0.0,0.0,1.0,2026-06-09T20:42:39.374253
W3128148121,,OK,,,33,31,2,,,6,1.3919980308548272,0.0,0.41935483870967744,2026-06-09T20:42:39.374253
W4287901373,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W3160850521,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W2788730484,,OK,,,1,1,0,,,1,0.0,0.0,1.0,2026-06-09T20:42:39.374253
W2789982749,,OK,,,5,4,1,,,2,0.5623351446188083,0.0,0.75,2026-06-09T20:42:39.374253
W3166353930,,OK,,,13,13,0,,,3,0.6870920273799715,0.07692307692307693,0.7692307692307693,2026-06-09T20:42:39.374253
W2786286391,,OK,,,28,28,0,,,1,0.0,0.0,0.0,2026-06-09T20:42:39.374253
W4287742507,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W3085433260,,OK,,,16,13,3,,,2,0.2711893730418441,0.07692307692307693,0.9230769230769231,2026-06-09T20:42:39.374253
W2913218989,,OK,,,20,20,0,,,1,0.0,0.0,1.0,2026-06-09T20:42:39.374253
W2999778088,,OK,,,38,34,4,,,1,0.0,0.0,1.0,2026-06-09T20:42:39.374253
W4300451507,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W4289800380,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W4300866075,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W4298063468,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W3199021948,,OK,,,44,43,1,,,5,1.020174978872008,0.0,0.37209302325581395,2026-06-09T20:42:39.374253
W2950945786,,OK,,,3,3,0,,,2,0.6365141682948128,0.0,0.6666666666666666,2026-06-09T20:42:39.374253
W4287173680,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W4298106763,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:39.374253
W3184677609,,OK,,,38,37,1,,,3,0.6396406526889704,0.02702702702702703,0.21621621621621623,2026-06-09T20:42:39.374253
W3045409017,,OK,,,73,63,10,,,3,0.7554398448955586,0.0,0.42857142857142855,2026-06-09T20:42:39.374253
W4289864191,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:48.274327
W4287905179,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:48.274327
W4226017886,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:48.274327
W2953962108,,OK,,,16,13,3,,,1,0.0,0.0,1.0,2026-06-09T20:42:48.274327
W4287637034,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:48.274327
W2754741099,,OK,,,7,6,1,,,1,0.0,0.0,1.0,2026-06-09T20:42:48.274327
W4288300190,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:48.274327
W2959595531,,OK,,,16,15,1,,,2,0.24493002679463532,0.0,0.9333333333333333,2026-06-09T20:42:48.274327
W4301430482,,LEGACY_ZERO_TOTAL,,,0,0,0,,,0,,,,2026-06-09T20:42:48.274327
W2986564521,,OK,,,14,13,1,,,3,1.0928305535284886,0.0,0.3076923076923077,2026-06-09T20:42:48.274327
W3126755128,,OK,,,30,27,3,,,1,0.0,0.0,1.0,2026-06-09T20:42:48.274327
W2951657073,,OK,,,7,7,0,,,3,1.0042424730540764,0.0,0.42857142857142855,2026-06-09T20:42:48.274327
W3155051943,,OK,,,10,10,0,,,1,0.0,0.0,1.0,2026-06-09T20:42:48.274327
