clean_work_id,stage,year,Reference_Count,InternalRef_Total,InternalRef_Matched,InternalRef_HSS_Matched,InternalRef_Coverage,HSS_Reference_Share_Internal_MatchedBase,HSS_Reference_Share_Internal_TotalBase,RefMeta_Total,RefMeta_Matched,RefMeta_Coverage,Mean_Reference_Age,Median_Reference_Age,Recent_Reference_Share_3y,Mean_Log_Ref_Citations,Median_Log_Ref_Citations
W4404451340,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4381713065,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391047181,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400611172,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403587631,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4378474088,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389761608,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392489964,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399553992,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387929138,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393062813,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407759294,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404569100,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4284976507,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399554885,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4401201107,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4398794904,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405029266,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405433510,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392677923,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402387214,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387356180,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386357059,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391211792,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4414858686,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4362655505,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399695841,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4283769582,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399992121,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391673050,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399795583,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392735828,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4226017686,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403582277,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399657809,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403578586,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392340513,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386437460,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390723570,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4381714872,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391506180,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402502336,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4309957681,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403579218,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4378464976,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4378942460,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4398156429,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386044357,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4401306533,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396813962,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392576157,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4409628941,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390723197,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387559767,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4394634418,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407589842,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399759385,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386435809,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4381569489,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388890788,Phase3,2023,45,45.0,18.0,11.0,0.4,0.6111111111111112,0.24444444444444444,45.0,18.0,0.4,1.0,0.0,0.8888888888888888,6.208594347154018,6.38699834066802
W4391157567,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4303648699,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4297784219,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4379251399,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405029233,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405561891,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4398192678,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385848263,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403788889,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389363941,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386080851,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4221161090,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403763758,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405470274,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4417063314,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403579820,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387928833,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390897882,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4382173514,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406879700,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406138575,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4394708164,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403345872,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396881410,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392011670,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388184026,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4394907042,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399911673,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391421266,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403345166,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391591659,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4321277249,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390810182,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391940732,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4361194574,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391800994,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386875002,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403344847,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399252260,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392271354,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396813518,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388555939,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403573463,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4310429061,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406301873,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404313972,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404986499,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387806153,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404985341,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4395443542,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4318751992,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387294204,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387151262,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4321162016,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406072049,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390307246,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405096493,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399448050,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405562021,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4379086815,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385889917,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4398192410,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387929127,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387432095,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416711932,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385373882,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4308242520,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386721882,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406885924,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390833131,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389708953,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388788688,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390723587,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400433894,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391670445,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402953710,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399197978,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403346100,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406024033,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404088579,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404306389,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387559541,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4382618676,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399597865,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4281475956,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385774803,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389919896,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393212517,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386043763,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386907297,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4367000224,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407123761,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399454879,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404340990,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403621959,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389261620,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392222659,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4293567843,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4415990063,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4317671039,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403619927,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388585473,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4321276797,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4394672839,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4394007739,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407697889,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386991188,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407806421,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407809012,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396786933,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4401307019,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4308166816,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405562711,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407185082,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404395398,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4323697369,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399151705,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4409696918,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385681677,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4384644636,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4379258885,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4378716059,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4365516115,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399795506,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407571898,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387947166,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399252144,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4366400530,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4384268534,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404260950,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403965233,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390573096,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405783357,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390723568,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392873959,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392737456,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403365357,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404355197,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406735456,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386501581,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391013069,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404355732,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403345208,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4380136293,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4294959111,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402502856,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389768134,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393247875,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400373784,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403576261,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389650650,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403577155,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392341315,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400141920,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4283811832,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4378945693,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406485178,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406071680,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392136010,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391124075,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4406786240,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387156615,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404648721,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4286231799,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404401829,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390962797,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392972069,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386556012,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392873926,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389362534,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4321593731,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405470551,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4225102277,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4293141861,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4225604196,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388964629,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4310270184,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390833439,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393284353,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392781835,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4221146429,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385474100,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4377111635,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387596213,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4416260998,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4280622294,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387559711,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400434134,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4221166197,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4317464250,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4405715619,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387892090,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403590314,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399710904,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403788985,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4221143470,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4285483970,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404343195,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4361194652,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4407358984,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4281400010,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403816309,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399794788,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396881559,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391272737,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4402953739,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390833570,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4396822170,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4393764637,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4226059826,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386977818,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389115856,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392126183,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4361193654,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4391988383,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385848954,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4312107430,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4308505728,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4403575159,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404314294,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392828212,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4392489977,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4385328148,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387559698,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4400065278,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390723057,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4323323693,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387723614,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4386081818,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4417086203,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4367628148,Phase3,2023,23,23.0,9.0,1.0,0.391304347826087,0.1111111111111111,0.043478260869565216,23.0,9.0,0.391304347826087,1.5555555555555556,1.0,0.7777777777777778,4.4033197364340815,3.970291913552122
W4407184767,Phase3,2025,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4317942008,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4297584224,Phase3,2022,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4387946782,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4399151147,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4388787636,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4390783861,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4315588541,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4389910902,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4361806844,Phase3,2023,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404339096,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4404347814,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
W4394648088,Phase3,2024,0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
