author_id,year,avg_logRCR,yearly_paper_count,total_papers_raw,is_treated,event_year,relative_year,Post,DID_term,primary_origin_field,T0_year
A5011315981,2020,0.22314355131420976,2,2,1,2021,-1.0,0.0,0.0,Physics and Astronomy,2018
A5006278804,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Engineering,2020
A5046016624,2020,0.4054651081081644,1,1,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2019
A5020449635,2020,0.4054651081081644,1,1,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2019
A5100754504,2021,2.195992111286611,6,6,1,2021,0.0,1.0,1.0,Computer Science,2019
A5103253377,2019,0.18232155679395465,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5032136718,2019,0.18232155679395465,1,1,1,2022,-3.0,0.0,0.0,Computer Science,2014
A5100631887,2021,0.3992538481088858,2,2,1,2023,-2.0,0.0,0.0,Computer Science,2021
A5027332963,2018,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5034563646,2020,0.31430432971118705,2,2,0,9999,,0.0,0.0,Computer Science,2020
A5026705729,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Environmental Science,2018
A5100701695,2021,1.6369626620828222,5,5,1,2022,-1.0,0.0,0.0,Computer Science,2019
A5064644041,2020,0.4054651081081644,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5102085640,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2019
A5042456273,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2017
A5004199452,2018,1.852191820324951,2,2,0,9999,,0.0,0.0,Medicine,2018
A5019282701,2020,0.22314355131420976,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2019
A5051251964,2020,0.6872180489056163,4,4,1,2020,0.0,1.0,1.0,Neuroscience,2017
A5029512731,2020,0.22314355131420976,1,1,1,2021,-1.0,0.0,0.0,Computer Science,2017
A5047285420,2020,1.6597995406243948,13,13,1,2019,1.0,1.0,1.0,Computer Science,2018
A5082028932,2020,0.4054651081081644,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2020
A5078165161,2020,0.8581729361592291,3,3,1,2023,-3.0,0.0,0.0,Computer Science,2019
A5042802004,2020,0.22314355131420976,1,1,1,2022,-2.0,0.0,0.0,Computer Science,2020
A5100419834,2019,0.18232155679395465,1,1,1,2020,-1.0,0.0,0.0,Computer Science,2018
A5069298091,2019,0.2593968967075838,2,2,1,2021,-2.0,0.0,0.0,Computer Science,2018
A5007489671,2019,3.8985999850960056,1,1,0,9999,,0.0,0.0,Medicine,2019
A5100721347,2019,3.8985999850960056,1,1,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2018
A5061317769,2019,3.8985999850960056,1,1,0,9999,,0.0,0.0,Medicine,2019
A5101637573,2021,0.8809824744249134,6,6,1,2021,0.0,1.0,1.0,Computer Science,2019
A5109591143,2021,0.2876820724517809,1,1,0,9999,,0.0,0.0,Materials Science,2020
A5047996469,2019,0.18232155679395465,1,1,1,2021,-2.0,0.0,0.0,Computer Science,2019
A5011760560,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2019
A5035071672,2020,0.6931471805599453,2,2,1,2021,-1.0,0.0,0.0,Computer Science,2019
A5011037821,2019,0.33647223662121295,1,1,1,2019,0.0,1.0,1.0,Computer Science,2018
A5052315074,2021,0.25541281188299536,2,2,1,2023,-2.0,0.0,0.0,Computer Science,2018
A5034055082,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5100363116,2021,0.5674899664194922,2,2,0,9999,,0.0,0.0,Computer Science,2018
A5103114339,2021,0.8472978603872036,1,1,1,2022,-1.0,0.0,0.0,Computer Science,2017
A5024416196,2021,0.6790617420765972,2,2,1,2021,0.0,1.0,1.0,Computer Science,2020
A5087947598,2021,0.14384103622589045,2,2,0,9999,,0.0,0.0,Computer Science,2021
A5016596228,2021,0.14384103622589045,2,2,1,2022,-1.0,0.0,0.0,Computer Science,2018
A5100699816,2021,0.14384103622589045,2,2,1,2019,2.0,1.0,1.0,Computer Science,2018
A5103445294,2021,0.2027325540540822,2,2,1,2021,0.0,1.0,1.0,Engineering,2020
A5100392628,2021,0.4054651081081644,1,1,1,2021,0.0,1.0,1.0,Engineering,2018
A5100702012,2020,1.1358093104709306,3,3,1,2019,1.0,1.0,1.0,Computer Science,2017
A5101623807,2020,0.4405852799941064,3,3,0,9999,,0.0,0.0,Computer Science,2018
A5089616174,2019,0.2350018146228678,2,2,0,9999,,0.0,0.0,Engineering,2017
A5054050469,2019,0.4700036292457356,1,1,1,2021,-2.0,0.0,0.0,Engineering,2019
A5065635207,2021,0.44986811569504664,5,5,1,2022,-1.0,0.0,0.0,Computer Science,2017
A5049751916,2021,0.5108256237659907,1,1,0,9999,,0.0,0.0,Physics and Astronomy,2021
A5083441393,2018,0.4054651081081644,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5048765707,2021,0.6931471805599453,1,1,1,2022,-1.0,0.0,0.0,Engineering,2021
A5010790384,2021,0.6931471805599453,1,1,1,2022,-1.0,0.0,0.0,Computer Science,2021
A5102013595,2021,0.5108256237659907,1,1,1,2023,-2.0,0.0,0.0,Computer Science,2021
A5101784533,2021,1.753734443040812,5,5,1,2023,-2.0,0.0,0.0,Computer Science,2017
A5103933556,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5010326834,2021,0.5108256237659907,1,1,1,2022,-1.0,0.0,0.0,Computer Science,2017
A5073032922,2020,3.8985999850960056,1,1,1,2022,-2.0,0.0,0.0,Computer Science,2018
A5012529382,2020,2.5415687011137225,4,4,1,2022,-2.0,0.0,0.0,Computer Science,2017
A5080476856,2020,3.8985999850960056,1,1,1,2022,-2.0,0.0,0.0,Computer Science,2020
A5083285740,2020,0.4054651081081644,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2020
A5009958025,2020,0.4054651081081644,1,1,1,2023,-3.0,0.0,0.0,Engineering,2019
A5101881201,2020,0.5493061443340548,2,2,1,2020,0.0,1.0,1.0,Engineering,2018
A5031178158,2020,0.8472978603872036,1,1,0,9999,,0.0,0.0,Medicine,2020
A5068845250,2020,0.8472978603872036,1,1,1,2023,-3.0,0.0,0.0,Physics and Astronomy,2020
A5114859485,2020,0.8472978603872036,1,1,1,2023,-3.0,0.0,0.0,Medicine,2020
A5101895081,2020,0.8472978603872036,1,1,0,9999,,0.0,0.0,Medicine,2020
A5040864561,2020,0.4236489301936018,2,2,1,2023,-3.0,0.0,0.0,Medicine,2020
A5046106473,2021,0.4054651081081644,1,1,1,2023,-2.0,0.0,0.0,Mathematics,2021
A5101543640,2021,1.2039728043259361,1,1,0,9999,,0.0,0.0,Computer Science,2019
A5083085634,2019,0.18232155679395465,1,1,0,9999,,0.0,0.0,Computer Science,2019
A5046557433,2019,0.18232155679395465,1,1,0,9999,,0.0,0.0,Engineering,2019
A5004374106,2020,0.26091977974987746,3,3,1,2022,-2.0,0.0,0.0,Computer Science,2020
A5006380542,2020,0.26091977974987746,3,3,0,9999,,0.0,0.0,Computer Science,2020
A5076001855,2020,3.8985999850960056,1,1,0,9999,,0.0,0.0,Engineering,2020
A5001938430,2021,1.1442639156934575,3,3,1,2021,0.0,1.0,1.0,Computer Science,2018
A5084227909,2018,0.7379532599047889,2,2,0,9999,,0.0,0.0,Computer Science,2018
A5002432887,2017,1.9459101490553132,1,1,0,9999,,0.0,0.0,Physics and Astronomy,2017
A5052856441,2021,1.0795452321133183,9,9,1,2022,-1.0,0.0,0.0,Computer Science,2018
A5108047871,2021,1.1190183476078586,4,4,1,2023,-2.0,0.0,0.0,Computer Science,2021
A5100406725,2021,1.3409008941878575,3,3,1,2022,-1.0,0.0,0.0,Computer Science,2015
A5101477980,2021,0.2876820724517809,1,1,1,2023,-2.0,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2021
A5102902731,2020,0.22314355131420976,2,2,1,2021,-1.0,0.0,0.0,Computer Science,2020
A5017146820,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5100377147,2020,1.703132754425067,18,18,1,2020,0.0,1.0,1.0,Computer Science,2014
A5022008180,2020,1.7501441421531931,2,2,1,2023,-3.0,0.0,0.0,Computer Science,2019
A5103121632,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5073324706,2019,0.18232155679395465,1,1,0,9999,,0.0,0.0,Engineering,2017
A5074587654,2018,1.0414845538522775,4,4,0,9999,,0.0,0.0,Computer Science,2018
A5059314323,2021,0.4904146265058631,2,2,1,2021,0.0,1.0,1.0,Medicine,2020
A5100687147,2018,0.22314355131420976,1,1,1,2021,-3.0,0.0,0.0,Computer Science,2018
A5103537853,2021,0.5104253034242472,4,4,0,9999,,0.0,0.0,Computer Science,2021
A5012527861,2021,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5113414416,2021,1.7072466057915272,13,13,1,2019,2.0,1.0,1.0,Computer Science,2017
A5045997649,2019,0.18232155679395465,1,1,1,2021,-2.0,0.0,0.0,Computer Science,2019
A5045938154,2020,1.2237008696427836,4,4,1,2023,-3.0,0.0,0.0,Computer Science,2020
A5100390820,2020,0.7896916114209596,3,3,1,2022,-2.0,0.0,0.0,Computer Science,2018
A5100364587,2020,1.1641494924680895,7,7,1,2022,-2.0,0.0,0.0,Computer Science,2020
A5057335500,2020,0.7896916114209596,3,3,1,2023,-3.0,0.0,0.0,Computer Science,2019
A5036850912,2020,1.2237008696427836,4,4,1,2023,-3.0,0.0,0.0,Computer Science,2017
A5026211955,2019,0.5624647984927416,2,2,0,9999,,0.0,0.0,Medicine,2016
A5051647292,2021,0.2876820724517809,1,1,0,9999,,0.0,0.0,Computer Science,2019
A5046120187,2019,1.182310241956749,2,2,0,9999,,0.0,0.0,Computer Science,2018
A5100718017,2020,0.3040988310811233,4,4,1,2023,-3.0,0.0,0.0,Engineering,2018
A5100436099,2020,0.8628680823203451,6,6,1,2020,0.0,1.0,1.0,Computer Science,2018
A5102018225,2021,1.1471084216617644,2,2,1,2021,0.0,1.0,1.0,Computer Science,2019
A5100399257,2020,1.6709086720050252,4,4,1,2020,0.0,1.0,1.0,Computer Science,2016
A5058429770,2019,1.1944766805550167,6,6,1,2020,-1.0,0.0,0.0,Medicine,2017
A5101722179,2021,0.45814536593707755,2,2,0,9999,,0.0,0.0,Computer Science,2021
A5112729746,2021,0.3913796696248162,2,2,1,2023,-2.0,0.0,0.0,Computer Science,2021
A5100393695,2020,0.31430432971118705,2,2,1,2020,0.0,1.0,1.0,Computer Science,2017
A5101584063,2020,0.4054651081081644,1,1,1,2020,0.0,1.0,1.0,Neuroscience,2019
A5040866561,2018,0.11157177565710488,2,2,1,2019,-1.0,0.0,0.0,Computer Science,2018
A5042314072,2021,1.4642684541339683,7,7,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2017
A5100727390,2021,0.09589402415059363,3,3,1,2020,1.0,1.0,1.0,Computer Science,2018
A5079312227,2019,0.09116077839697732,2,2,0,9999,,0.0,0.0,Computer Science,2017
A5001682349,2018,0.9162907318741551,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5102845007,2018,1.037838436403458,3,3,0,9999,,0.0,0.0,Computer Science,2018
A5100616579,2021,1.7008575964739805,3,3,1,2019,2.0,1.0,1.0,Computer Science,2018
A5017709420,2018,0.22314355131420976,1,1,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2018
A5103144936,2018,0.22314355131420976,1,1,1,2020,-2.0,0.0,0.0,Computer Science,2018
A5100741008,2018,0.22314355131420976,1,1,0,9999,,0.0,0.0,Engineering,2018
A5100357677,2018,0.4054651081081644,1,1,1,2021,-3.0,0.0,0.0,Physics and Astronomy,2017
A5104728881,2018,0.5596157879354227,1,1,1,2018,0.0,1.0,1.0,Mathematics,2017
A5101524563,2021,0.6931471805599453,2,2,0,9999,,0.0,0.0,Computer Science,2016
A5082634513,2021,1.996563750683047,40,40,1,2020,1.0,1.0,1.0,Computer Science,2014
A5063285882,2021,1.5343143369378005,6,6,1,2023,-2.0,0.0,0.0,Computer Science,2018
A5100402952,2019,0.8319630488590851,2,2,1,2020,-1.0,0.0,0.0,Engineering,2017
A5045225481,2019,0.8319630488590851,2,2,1,2020,-1.0,0.0,0.0,Engineering,2019
A5115076700,2021,1.2520908973095222,5,5,1,2018,3.0,1.0,1.0,Engineering,2017
A5091631899,2019,1.7047480922384253,1,1,0,9999,,0.0,0.0,Physics and Astronomy,2018
A5100449211,2017,0.8109302162163288,1,1,0,9999,,0.0,0.0,Computer Science,2017
A5042723243,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2019
A5016242343,2021,0.8523740461192126,2,2,0,9999,,0.0,0.0,Engineering,2019
A5025897313,2021,0.8523740461192126,2,2,0,9999,,0.0,0.0,Engineering,2019
A5088660554,2020,0.5596157879354227,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5100443730,2020,1.3545568516790951,3,3,0,9999,,0.0,0.0,Computer Science,2019
A5057732142,2020,0.5596157879354227,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2014
A5091879812,2020,0.9818048630773571,2,2,1,2020,0.0,1.0,1.0,Physics and Astronomy,2018
A5115602786,2021,0.2876820724517809,2,2,0,9999,,0.0,0.0,Computer Science,2017
A5071803030,2020,1.1786549963416462,1,1,0,9999,,0.0,0.0,Engineering,2017
A5080341760,2021,0.8072197085910556,7,7,1,2023,-2.0,0.0,0.0,Engineering,2019
A5100407800,2021,0.14384103622589045,2,2,0,9999,,0.0,0.0,Computer Science,2021
A5026379933,2018,0.9162907318741551,1,1,1,2021,-3.0,0.0,0.0,Engineering,2018
A5033468822,2018,0.4054651081081644,2,2,0,9999,,0.0,0.0,Physics and Astronomy,2018
A5101588922,2018,0.4054651081081644,2,2,0,9999,,0.0,0.0,Physics and Astronomy,2018
A5079540764,2017,3.7286689450390544,4,4,1,2019,-2.0,0.0,0.0,Computer Science,2017
A5077172624,2017,3.8985999850960056,2,2,0,9999,,0.0,0.0,Earth and Planetary Sciences,2017
A5006631932,2017,3.7286689450390544,4,4,0,9999,,0.0,0.0,Computer Science,2017
A5104363400,2017,3.8985999850960056,2,2,0,9999,,0.0,0.0,Computer Science,2017
A5009345506,2017,3.8985999850960056,2,2,1,2019,-2.0,0.0,0.0,Computer Science,2017
A5000736647,2021,0.2876820724517809,1,1,1,2022,-1.0,0.0,0.0,Computer Science,2020
A5089444805,2020,1.2905035697952887,4,4,0,9999,,0.0,0.0,Computer Science,2017
A5000972836,2021,0.2661692320725905,3,3,1,2021,0.0,1.0,1.0,Medicine,2020
A5014222179,2021,0.7135581778200729,2,2,0,9999,,0.0,0.0,Computer Science,2020
A5020434567,2021,0.2661692320725905,3,3,1,2021,0.0,1.0,1.0,Medicine,2020
A5100743348,2021,1.4978661367769956,2,2,0,9999,,0.0,0.0,Computer Science,2018
A5067314253,2020,1.1932332884873738,2,2,0,9999,,0.0,0.0,Computer Science,2020
A5023112690,2020,0.22314355131420976,1,1,1,2022,-2.0,0.0,0.0,Computer Science,2020
A5101191958,2021,0.2876820724517809,1,1,1,2023,-2.0,0.0,0.0,Computer Science,2021
A5077346610,2021,0.18189276003054702,3,3,0,9999,,0.0,0.0,Medicine,2019
A5100623508,2020,1.2060036692433582,5,5,1,2023,-3.0,0.0,0.0,Computer Science,2018
A5040108974,2019,1.171776588574861,7,7,1,2019,0.0,1.0,1.0,Computer Science,2014
A5020994673,2019,0.9766914205473495,9,9,1,2019,0.0,1.0,1.0,Computer Science,2014
A5038296765,2019,1.140535274151314,7,7,1,2019,0.0,1.0,1.0,Computer Science,2017
A5062499214,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5100735663,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5091700001,2021,2.0392981026269807,2,2,0,9999,,0.0,0.0,Computer Science,2019
A5032409915,2021,2.1369992219768212,5,5,0,9999,,0.0,0.0,Computer Science,2018
A5100406150,2018,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5012581106,2020,0.8109302162163288,1,1,1,2022,-2.0,0.0,0.0,Computer Science,2019
A5035337020,2020,0.4054651081081644,1,1,0,9999,,0.0,0.0,Engineering,2020
A5039481763,2019,0.18232155679395465,1,1,1,2021,-2.0,0.0,0.0,Engineering,2019
A5048649590,2019,1.2269844739644782,4,4,1,2019,0.0,1.0,1.0,Engineering,2017
A5088186165,2019,0.5836458249026,3,3,1,2019,0.0,1.0,1.0,Engineering,2018
A5101456179,2019,0.5836458249026,3,3,1,2019,0.0,1.0,1.0,Engineering,2018
A5100352467,2019,0.18232155679395465,1,1,1,2022,-3.0,0.0,0.0,Medicine,2018
A5110256765,2019,0.09116077839697732,4,4,1,2019,0.0,1.0,1.0,Computer Science,2017
A5112109363,2018,0.22314355131420976,1,1,1,2021,-3.0,0.0,0.0,Computer Science,2018
A5007360513,2019,0.8319630488590851,2,2,1,2021,-2.0,0.0,0.0,Computer Science,2019
A5085607536,2019,0.18232155679395465,1,1,0,9999,,0.0,0.0,Computer Science,2019
A5100651384,2018,0.22314355131420976,1,1,1,2021,-3.0,0.0,0.0,Computer Science,2018
A5032975899,2019,0.18232155679395465,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5061264426,2020,0.5596157879354227,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5075702573,2021,0.14384103622589045,2,2,0,9999,,0.0,0.0,Computer Science,2018
A5001243214,2021,1.1304208865161285,8,8,0,9999,,0.0,0.0,Computer Science,2016
A5050639942,2019,0.8934911444439919,3,3,0,9999,,0.0,0.0,Computer Science,2017
A5100411426,2017,0.22314355131420976,1,1,1,2018,-1.0,0.0,0.0,Computer Science,2017
A5009735203,2019,0.5844774174656353,5,5,0,9999,,0.0,0.0,Computer Science,2017
A5012069944,2019,0.7884573603642702,1,1,1,2019,0.0,1.0,1.0,Engineering,2017
A5012773300,2019,0.7884573603642702,1,1,1,2019,0.0,1.0,1.0,Computer Science,2017
A5114911316,2019,0.7884573603642702,1,1,1,2019,0.0,1.0,1.0,Engineering,2018
A5100688318,2021,0.6931471805599453,1,1,1,2023,-2.0,0.0,0.0,Environmental Science,2017
A5048931310,2020,1.8791184205672593,4,4,1,2019,1.0,1.0,1.0,Computer Science,2018
A5112593580,2020,0.9951696115597147,6,6,0,9999,,0.0,0.0,Computer Science,2019
A5009550511,2020,0.5596157879354227,1,1,1,2022,-2.0,0.0,0.0,Computer Science,2020
A5051099649,2020,0.5596157879354227,1,1,0,9999,,0.0,0.0,Medicine,2019
A5069200204,2021,1.252762968495368,1,1,0,9999,,0.0,0.0,Engineering,2018
A5001790767,2019,0.18232155679395465,1,1,1,2021,-2.0,0.0,0.0,Computer Science,2019
A5009475700,2019,0.18232155679395465,1,1,1,2021,-2.0,0.0,0.0,Computer Science,2019
A5079503255,2019,0.18232155679395465,1,1,1,2021,-2.0,0.0,0.0,Computer Science,2019
A5010836414,2018,0.3913796696248162,2,2,0,9999,,0.0,0.0,Computer Science,2018
A5102997534,2018,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5100710223,2018,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5101025164,2021,0.2876820724517809,1,1,1,2023,-2.0,0.0,0.0,Medicine,2021
A5004895426,2021,0.9798507781814421,4,4,1,2023,-2.0,0.0,0.0,Computer Science,2017
A5024060116,2021,0.2876820724517809,1,1,1,2022,-1.0,0.0,0.0,Engineering,2021
A5034538103,2021,0.5300658840500228,4,4,1,2018,3.0,1.0,1.0,Computer Science,2017
A5101550628,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5100438525,2021,1.0326780515982439,4,4,1,2019,2.0,1.0,1.0,Computer Science,2018
A5100702364,2021,1.0111415639199437,2,2,1,2022,-1.0,0.0,0.0,Computer Science,2017
A5016623734,2017,0.2876820724517809,1,1,0,9999,,0.0,0.0,Engineering,2017
A5103062101,2019,0.2593968967075838,2,2,0,9999,,0.0,0.0,Neuroscience,2019
A5100425112,2019,0.5629281906550723,4,4,1,2018,1.0,1.0,1.0,Computer Science,2017
A5084710623,2021,0.2661692320725905,3,3,0,9999,,0.0,0.0,Computer Science,2020
A5100456041,2021,1.4844951995520088,3,3,1,2022,-1.0,0.0,0.0,Engineering,2018
A5113409801,2017,2.127637464517369,2,2,0,9999,,0.0,0.0,Medicine,2017
A5008875255,2019,0.6775719240106005,4,4,1,2020,-1.0,0.0,0.0,Computer Science,2017
A5002005784,2018,0.26091977974987746,3,3,0,9999,,0.0,0.0,Medicine,2018
A5103935867,2019,0.24013042440066004,6,6,1,2021,-2.0,0.0,0.0,Computer Science,2018
A5088852010,2020,0.22314355131420976,1,1,1,2023,-3.0,0.0,0.0,Computer Science,2018
A5021640058,2021,0.7724496956482646,2,2,1,2022,-1.0,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2021
A5078402930,2018,0.22314355131420976,1,1,0,9999,,0.0,0.0,Medicine,2018
A5100391116,2019,2.152032546602085,2,2,1,2018,1.0,1.0,1.0,Computer Science,2017
A5054034369,2019,0.18232155679395465,1,1,1,2022,-3.0,0.0,0.0,Computer Science,2017
A5100412392,2021,0.6931471805599453,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5110725449,2021,0.9808292530117262,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5061964004,2021,1.5248997474121335,2,2,1,2023,-2.0,0.0,0.0,Engineering,2019
A5100682143,2021,0.2876820724517809,1,1,0,9999,,0.0,0.0,Engineering,2021
A5072102232,2019,0.18232155679395465,1,1,0,9999,,0.0,0.0,Computer Science,2019
A5113409801,2018,0.8291140383017662,2,2,0,9999,,0.0,0.0,Medicine,2017
A5047253278,2020,0.4054651081081644,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5038542004,2020,0.22314355131420976,1,1,1,2023,-3.0,0.0,0.0,Medicine,2020
A5079357056,2019,1.4203869198169001,10,10,1,2020,-1.0,0.0,0.0,Computer Science,2019
A5100423029,2020,2.192273138056394,6,6,1,2021,-1.0,0.0,0.0,Computer Science,2019
A5101876547,2020,1.843978061351715,9,9,1,2020,0.0,1.0,1.0,Computer Science,2014
A5061215231,2020,2.213777556724145,5,5,1,2022,-2.0,0.0,0.0,Computer Science,2019
A5029716503,2020,0.22314355131420976,1,1,1,2023,-3.0,0.0,0.0,Environmental Science,2019
A5036302820,2020,0.9088347495672565,6,6,1,2023,-3.0,0.0,0.0,Computer Science,2017
A5084601918,2018,1.0986122886681098,1,1,0,9999,,0.0,0.0,Engineering,2018
A5019426968,2018,3.5491656356784818,5,5,1,2018,0.0,1.0,1.0,Computer Science,2017
A5110789632,2019,0.33647223662121295,1,1,1,2021,-2.0,0.0,0.0,Computer Science,2019
A5100675867,2019,1.918116279408963,3,3,1,2021,-2.0,0.0,0.0,Computer Science,2018
A5101438778,2019,0.5148097085905792,2,2,1,2021,-2.0,0.0,0.0,Computer Science,2018
A5010648323,2021,0.2876820724517809,1,1,0,9999,,0.0,0.0,Engineering,2020
A5083439972,2021,0.2876820724517809,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5068541324,2020,0.11157177565710488,2,2,1,2021,-1.0,0.0,0.0,Engineering,2020
A5100393623,2018,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5079585917,2018,0.22314355131420976,1,1,1,2021,-3.0,0.0,0.0,Computer Science,2018
A5064727229,2018,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5090432488,2018,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5089497655,2019,0.16823611831060648,2,2,0,9999,,0.0,0.0,Medicine,2019
A5074181157,2020,3.8985999850960056,1,1,1,2021,-1.0,0.0,0.0,Computer Science,2020
A5055281228,2020,1.1604874976773105,7,7,1,2018,2.0,1.0,1.0,Computer Science,2017
A5019722167,2020,1.1604874976773105,7,7,1,2018,2.0,1.0,1.0,Computer Science,2017
A5100402640,2019,0.18232155679395465,1,1,0,9999,,0.0,0.0,Engineering,2019
A5101990494,2021,0.8472978603872036,1,1,0,9999,,0.0,0.0,Computer Science,2018
A5010087030,2021,1.6185979046458912,6,6,1,2023,-2.0,0.0,0.0,Computer Science,2014
A5100713018,2021,0.2876820724517809,1,1,1,2023,-2.0,0.0,0.0,Engineering,2021
A5100422634,2021,0.5493061443340549,2,2,0,9999,,0.0,0.0,Computer Science,2021
A5036446909,2019,0.2876820724517809,1,1,1,2022,-3.0,0.0,0.0,Computer Science,2018
A5102768969,2019,0.2876820724517809,1,1,0,9999,,0.0,0.0,Engineering,2018
A5112047383,2021,0.14384103622589045,2,2,1,2020,1.0,1.0,1.0,Computer Science,2018
A5042032234,2021,1.0773736838727404,3,3,0,9999,,0.0,0.0,Medicine,2018
A5053972351,2021,0.14384103622589045,2,2,1,2020,1.0,1.0,1.0,Computer Science,2018
A5022460264,2021,0.09589402415059363,3,3,0,9999,,0.0,0.0,Computer Science,2021
A5100772833,2018,0.5596157879354227,1,1,1,2021,-3.0,0.0,0.0,Computer Science,2017
A5100445822,2021,0.22314355131420976,1,1,0,9999,,0.0,0.0,Engineering,2021
A5070559820,2021,0.6815998349426016,4,4,1,2022,-1.0,0.0,0.0,Computer Science,2018
A5100740128,2021,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5006619044,2020,0.395316758866851,4,4,1,2021,-1.0,0.0,0.0,Computer Science,2020
A5022786342,2020,0.395316758866851,4,4,0,9999,,0.0,0.0,Computer Science,2020
A5020368096,2019,0.4113942397624934,4,4,1,2022,-3.0,0.0,0.0,Computer Science,2018
A5081554265,2020,0.22314355131420976,1,1,0,9999,,0.0,0.0,Computer Science,2020
A5043071085,2021,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2021
A5111233172,2020,0.8736796080375268,3,3,0,9999,,0.0,0.0,Engineering,2019
A5031688232,2021,1.1144417528809833,7,7,0,9999,,0.0,0.0,Medicine,2017
A5048091475,2021,1.7153358922883484,9,9,1,2018,3.0,1.0,1.0,Medicine,2017
A5048486573,2021,0.8010621879703408,5,5,1,2023,-2.0,0.0,0.0,Computer Science,2018
A5054879184,2021,0.8472978603872036,1,1,0,9999,,0.0,0.0,Computer Science,2021
A5006095323,2020,2.5630135221624193,9,9,1,2022,-2.0,0.0,0.0,Engineering,2018
A5100392967,2021,1.0397207708399179,2,2,1,2021,0.0,1.0,1.0,Computer Science,2019
A5074451448,2020,1.0797421246766863,2,2,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2019
A5018053837,2020,0.6931471805599453,1,1,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2019
A5103445294,2020,0.22314355131420976,1,1,1,2021,-1.0,0.0,0.0,Engineering,2020
A5100392628,2020,0.22314355131420976,1,1,1,2021,-1.0,0.0,0.0,Engineering,2018
A5071599371,2019,0.18232155679395465,1,1,0,9999,,0.0,0.0,Computer Science,2019
A5042597849,2019,2.8106832914185547,2,2,1,2022,-3.0,0.0,0.0,Computer Science,2016
A5111959438,2020,0.94806079180893,3,3,0,9999,,0.0,0.0,Materials Science,2017
A5102815994,2020,0.9639458217763175,2,2,0,9999,,0.0,0.0,Engineering,2018
A5100459698,2021,1.1400561185709934,2,2,1,2023,-2.0,0.0,0.0,Computer Science,2020
A5101727948,2021,0.2876820724517809,1,1,1,2023,-2.0,0.0,0.0,Computer Science,2019
A5024697909,2021,1.0986122886681098,1,1,0,9999,,0.0,0.0,Mathematics,2019
A5102910937,2019,0.5972531564093516,3,3,0,9999,,0.0,0.0,Computer Science,2019
