author_id,year,avg_logRCR,yearly_paper_count,total_papers_raw,is_treated,event_year,relative_year,Post,DID_term,primary_origin_field,T0_year
A5053984717,2015,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5023556869,2016,2.330755969960742,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5015927589,2016,2.330755969960742,1,1,1,2017,-1.0,0.0,0.0,Computer Science,2016
A5071715737,2016,2.330755969960742,1,1,1,2017,-1.0,0.0,0.0,Computer Science,2016
A5101787514,2016,2.330755969960742,1,1,1,2017,-1.0,0.0,0.0,Computer Science,2016
A5087642472,2016,1.3666464091449089,2,2,0,9999,,0.0,0.0,Computer Science,2016
A5033265682,2016,1.3666464091449089,2,2,0,9999,,0.0,0.0,Computer Science,2016
A5026951130,2016,3.045931898209889,2,2,1,2019,-3.0,0.0,0.0,Computer Science,2015
A5011813023,2016,2.586689344097943,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5027593663,2016,0.4519851237430572,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5058539660,2016,0.4519851237430572,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5083652259,2015,2.257122718917288,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5101391750,2016,0.826678573184468,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5034754633,2015,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5009820805,2015,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5042662187,2016,0.9444616088408514,1,1,1,2018,-2.0,0.0,0.0,Computer Science,2015
A5086625735,2015,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5100392005,2015,0.6931471805599453,1,1,0,9999,,0.0,0.0,Engineering,2015
A5100460385,2016,2.8982769374032777,1,1,1,2018,-2.0,0.0,0.0,Computer Science,2016
A5100620306,2016,2.8982769374032777,1,1,1,2018,-2.0,0.0,0.0,Computer Science,2016
A5071956319,2015,3.4339872044851463,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5048526734,2015,3.1060524841020367,2,2,0,9999,,0.0,0.0,Computer Science,2015
A5070500994,2015,3.1060524841020367,2,2,0,9999,,0.0,0.0,Computer Science,2015
A5009820805,2014,3.447166129324998,2,2,0,9999,,0.0,0.0,Computer Science,2014
A5053824527,2014,3.447166129324998,2,2,0,9999,,0.0,0.0,Computer Science,2014
A5011757412,2014,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5102730595,2016,1.1804792635464105,2,2,0,9999,,0.0,0.0,"Biochemistry, Genetics and Molecular Biology",2016
A5061121204,2015,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5024638180,2016,1.580450375560848,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5072421315,2015,3.7727609380946383,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5070832037,2015,3.7727609380946383,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5101404293,2015,1.7346010553881064,1,1,1,2017,-2.0,0.0,0.0,Computer Science,2015
A5064482607,2016,0.8714846525293115,2,2,0,9999,,0.0,0.0,Computer Science,2015
A5109167303,2016,2.9444389791664403,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5024171815,2014,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5100695372,2014,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5061121204,2016,0.9255914448494278,2,2,0,9999,,0.0,0.0,Computer Science,2015
A5012276327,2015,2.4849066497880004,1,1,1,2016,-1.0,0.0,0.0,Computer Science,2015
A5067036768,2015,2.4849066497880004,1,1,1,2018,-3.0,0.0,0.0,Computer Science,2015
A5101754632,2016,1.2735411787214543,3,3,0,9999,,0.0,0.0,Computer Science,2015
A5030884145,2015,2.2335922215070942,1,1,0,9999,,0.0,0.0,Engineering,2014
A5065359946,2016,2.4107986776342782,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5028465673,2015,3.5553480614894135,1,1,1,2017,-2.0,0.0,0.0,Medicine,2015
A5025325866,2015,0.0,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5009032084,2015,2.2512917986064953,1,1,0,9999,,0.0,0.0,Engineering,2015
A5044324493,2016,0.9444616088408514,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5109787260,2016,2.1316272948504063,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5073824809,2016,0.9444616088408514,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5040853420,2016,1.2729656758128876,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5103093144,2014,3.8985999850960056,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5016394820,2015,3.2188758248682006,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5081819708,2015,0.4904146265058631,2,2,1,2017,-2.0,0.0,0.0,Computer Science,2015
A5070920982,2015,0.4904146265058631,2,2,1,2017,-2.0,0.0,0.0,Computer Science,2015
A5022202456,2015,0.4904146265058631,2,2,0,9999,,0.0,0.0,Computer Science,2015
A5067393376,2014,3.7612001156935624,1,1,0,9999,,0.0,0.0,Engineering,2014
A5036801391,2015,3.068052935133617,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5032367559,2015,1.4663370687934272,1,1,0,9999,,0.0,0.0,Chemistry,2015
A5004153109,2014,3.471561211409714,2,2,0,9999,,0.0,0.0,Computer Science,2014
A5111817706,2015,1.5163474893680884,1,1,0,9999,,0.0,0.0,Engineering,2015
A5004882141,2015,3.0946451452189505,2,2,1,2018,-3.0,0.0,0.0,Computer Science,2015
A5064564006,2015,2.917770732084279,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5064482607,2015,0.9729550745276566,2,2,0,9999,,0.0,0.0,Computer Science,2015
A5101904182,2016,1.6916760106710724,1,1,1,2019,-3.0,0.0,0.0,Computer Science,2016
A5086894159,2016,1.6916760106710724,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5064572063,2015,2.4849066497880004,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5061001839,2015,2.4849066497880004,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5100359754,2016,0.0,1,1,0,9999,,0.0,0.0,Medicine,2016
A5015995416,2014,3.2188758248682006,1,1,0,9999,,0.0,0.0,Engineering,2014
A5101265241,2016,0.6931471805599453,1,1,1,2019,-3.0,0.0,0.0,Computer Science,2016
A5024508073,2016,1.488077055429833,1,1,1,2018,-2.0,0.0,0.0,Computer Science,2016
A5101391750,2014,3.198464827608073,2,2,0,9999,,0.0,0.0,Computer Science,2014
A5101775198,2014,3.198464827608073,2,2,0,9999,,0.0,0.0,Computer Science,2014
A5010108137,2015,3.0204248861443626,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5023495279,2014,2.8903717578961645,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5085608858,2016,0.90941763613991,3,3,1,2018,-2.0,0.0,0.0,Computer Science,2016
A5005749052,2016,1.2729656758128876,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5065173286,2014,0.0,1,1,0,9999,,0.0,0.0,Medicine,2014
A5100397616,2015,2.6287476860138907,2,2,1,2016,-1.0,0.0,0.0,Computer Science,2014
A5001420175,2014,2.995732273553991,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5042662187,2015,0.8047189562170501,2,2,1,2018,-3.0,0.0,0.0,Computer Science,2015
A5086009008,2014,2.995732273553991,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5031562992,2016,1.044796956571927,2,2,1,2017,-1.0,0.0,0.0,Computer Science,2016
A5058028526,2014,2.70805020110221,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5074381532,2015,1.7047480922384253,1,1,0,9999,,0.0,0.0,Computer Science,2015
A5013901145,2016,0.0,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5010051492,2016,0.0,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5001420175,2016,0.7621400520468967,1,1,0,9999,,0.0,0.0,Computer Science,2014
A5044240506,2016,1.0597234381467675,2,2,0,9999,,0.0,0.0,Computer Science,2016
A5101822689,2016,1.3121863889661687,1,1,0,9999,,0.0,0.0,Computer Science,2016
A5031755593,2016,1.1451323043030026,1,1,0,9999,,0.0,0.0,Computer Science,2016
