work_id,year,arxiv_type,status_std,has_any_openalex_metrics,has_openalex_references,usable_for_count_analysis,composition_metrics_eligible,usable_for_composition_analysis,openalex_matched_reference_count,log1p_openalex_matched_reference_count,openalex_topic_resolved_reference_count,openalex_topic_missing_reference_count,openalex_reference_field_diversity_raw,openalex_reference_entropy_raw,hss_share_among_matched_refs_raw,cs_share_among_matched_refs_raw,openalex_reference_field_diversity,openalex_reference_entropy,hss_share_among_matched_refs,cs_share_among_matched_refs,flag_blank_status,flag_status_inferred,flag_not_enriched,flag_no_openalex_references,flag_ok_count_only,flag_ok_for_composition,flag_count_missing,flag_count_zero,flag_count_positive,flag_zero_but_raw_composition_not_missing,flag_positive_count_but_no_topic_resolved,flag_topic_resolved_gt_total,flag_topic_missing_gt_total
W4415328687,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4323708666,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416095483,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7127563194,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416623279,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415288369,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4406122909,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4406795972,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4406023339,2024,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4404088619,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405033285,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4414756576,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4396816305,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7124716614,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4406741177,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4403853698,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405470302,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417298709,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417098937,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4224329753,2022,Type 2 (Science),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416064211,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4414841335,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4403964524,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4414876843,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4402386952,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417326959,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4388444892,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415136539,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7128408854,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4406785379,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416767021,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417136685,2025,Type 2 (Science),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416050255,2025,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4404314366,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7127540665,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4391988166,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4414875581,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7125566560,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416451834,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4406603926,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405089029,2024,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7134039771,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415062168,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4224020242,2022,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7125809323,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7125459527,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417409431,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417095999,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417143005,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4293169758,2022,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4414743706,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416712210,2025,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7131910232,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415274687,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416054067,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4403754531,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405627539,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4406302096,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4403884282,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4409380961,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415332922,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4414930033,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405032072,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416043177,2025,Type 2 (Science),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4397028098,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417155812,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7117852078,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4404569442,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7117851879,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4385292601,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7128096909,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4402500873,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415107955,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4388482277,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4400064433,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7131440362,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4404399228,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4320858994,2022,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4406483001,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4384918507,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7134860197,2026,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415030158,2025,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7117114006,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4403747142,2024,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417026665,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4389983944,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405715126,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415333348,2025,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416158302,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405768215,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4393335957,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4407806278,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4319323622,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4399252883,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7123828995,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416032661,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4317940035,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4396787026,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7133358811,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4403585433,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416618442,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4414589224,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4394660874,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4407760073,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4361230920,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4391985592,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4399510509,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4402503691,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4399912430,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7133267596,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415330285,2025,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4395483788,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7119505063,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7125792791,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7128865040,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417170929,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4353111663,2023,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4407012449,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416435807,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4309800276,2022,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4403705216,2024,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416766940,2025,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7135225263,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416682730,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7117144704,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4400104085,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4400375101,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7125351077,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4404305104,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7124817678,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4226117689,2022,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405713921,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4399912005,2024,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4392617635,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4388748393,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416554283,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417263552,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405783471,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4400479923,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415020690,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415194460,2025,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415317789,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417093056,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417157537,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416556158,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4398795962,2024,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4407571866,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4380715602,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416711923,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7133513182,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417071445,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417096110,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415036114,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4404342981,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7128555674,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417081754,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4415136316,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4321471806,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4391621687,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4405622353,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4416013085,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7126001780,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4396782896,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4390961972,2024,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4285483518,2022,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4386081442,2023,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7124745580,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417252758,2025,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7117277132,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W7125187385,2026,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4417114546,2025,Type 0 (Pure CS),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
W4414806777,2025,Type 1 (Engineering),NOT_ENRICHED,0,,0,0,0,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0
