author_id,T0_year,paper_count
https://openalex.org/A5001033170,2017,6
https://openalex.org/A5001037069,2017,1
https://openalex.org/A5001038530,2017,1
https://openalex.org/A5001038689,2017,3
https://openalex.org/A5001041485,2017,8
https://openalex.org/A5001041564,2017,2
https://openalex.org/A5001043744,2017,1
https://openalex.org/A5001044472,2017,1
https://openalex.org/A5001045279,2017,1
https://openalex.org/A5001045864,2017,2
https://openalex.org/A5001051334,2017,1
https://openalex.org/A5001054791,2017,18
https://openalex.org/A5001059154,2017,1
https://openalex.org/A5001059162,2017,1
https://openalex.org/A5001071121,2017,2
https://openalex.org/A5001074163,2017,1
https://openalex.org/A5001075218,2017,4
https://openalex.org/A5001076488,2017,1
https://openalex.org/A5001076780,2017,1
https://openalex.org/A5001076847,2017,1
https://openalex.org/A5001077611,2017,9
https://openalex.org/A5001081618,2017,1
https://openalex.org/A5001085915,2017,1
https://openalex.org/A5001090900,2017,2
https://openalex.org/A5001091279,2017,3
https://openalex.org/A5001091670,2017,1
https://openalex.org/A5001095124,2017,1
https://openalex.org/A5001096129,2017,1
https://openalex.org/A5001097162,2017,1
https://openalex.org/A5001097315,2017,1
https://openalex.org/A5001100080,2017,2
https://openalex.org/A5001100206,2017,1
https://openalex.org/A5001110193,2017,4
https://openalex.org/A5001115381,2017,22
https://openalex.org/A5001116234,2017,3
https://openalex.org/A5001117964,2017,2
https://openalex.org/A5001119038,2017,2
https://openalex.org/A5001120216,2017,1
https://openalex.org/A5001122485,2017,1
https://openalex.org/A5001122796,2017,3
https://openalex.org/A5001123312,2017,5
https://openalex.org/A5001123420,2017,1
https://openalex.org/A5001126368,2017,4
https://openalex.org/A5001127063,2017,1
https://openalex.org/A5001130005,2017,3
https://openalex.org/A5001134594,2017,15
https://openalex.org/A5001135532,2017,1
https://openalex.org/A5001136890,2017,4
https://openalex.org/A5001137256,2017,1
https://openalex.org/A5001141427,2017,1
https://openalex.org/A5001142101,2017,4
https://openalex.org/A5001142502,2017,1
https://openalex.org/A5001144667,2017,1
https://openalex.org/A5001156386,2017,1
https://openalex.org/A5001159813,2017,2
https://openalex.org/A5001160387,2017,2
https://openalex.org/A5001166224,2017,1
https://openalex.org/A5001170369,2017,2
https://openalex.org/A5001176499,2017,2
https://openalex.org/A5001176947,2017,1
https://openalex.org/A5001177163,2017,1
https://openalex.org/A5001178359,2017,2
https://openalex.org/A5001180953,2017,1
https://openalex.org/A5001183874,2017,1
https://openalex.org/A5001185571,2017,6
https://openalex.org/A5001188748,2017,19
https://openalex.org/A5001203942,2017,1
https://openalex.org/A5001206797,2017,1
https://openalex.org/A5001206896,2017,1
https://openalex.org/A5001212033,2017,1
https://openalex.org/A5001213681,2017,3
https://openalex.org/A5001216238,2017,1
https://openalex.org/A5001219760,2017,2
https://openalex.org/A5001224002,2017,1
https://openalex.org/A5001224964,2017,1
https://openalex.org/A5001225543,2017,9
https://openalex.org/A5001227112,2017,4
https://openalex.org/A5001234543,2017,1
https://openalex.org/A5001236148,2017,1
https://openalex.org/A5001236343,2017,8
https://openalex.org/A5001237522,2017,5
https://openalex.org/A5001238026,2017,1
https://openalex.org/A5001241230,2017,3
https://openalex.org/A5001241443,2017,5
https://openalex.org/A5001244198,2017,1
https://openalex.org/A5001248161,2017,1
https://openalex.org/A5001248508,2017,2
https://openalex.org/A5001254143,2017,71
https://openalex.org/A5001257884,2017,1
https://openalex.org/A5001262482,2017,1
https://openalex.org/A5001262895,2017,1
https://openalex.org/A5001264759,2017,2
https://openalex.org/A5001266264,2017,1
https://openalex.org/A5001269452,2017,1
https://openalex.org/A5001271492,2017,1
https://openalex.org/A5001272357,2017,2
https://openalex.org/A5001272922,2017,1
https://openalex.org/A5001279342,2017,1
https://openalex.org/A5001280389,2017,1
https://openalex.org/A5001281641,2017,2
https://openalex.org/A5001282484,2017,1
https://openalex.org/A5001283656,2017,6
https://openalex.org/A5001286773,2017,1
https://openalex.org/A5001287563,2017,1
https://openalex.org/A5001290485,2017,2
https://openalex.org/A5001294898,2017,20
https://openalex.org/A5001295137,2017,1
https://openalex.org/A5001297214,2017,1
https://openalex.org/A5001302428,2017,2
https://openalex.org/A5001302524,2017,1
https://openalex.org/A5001302997,2017,1
https://openalex.org/A5001304365,2017,5
https://openalex.org/A5001306475,2017,1
https://openalex.org/A5001307289,2017,1
https://openalex.org/A5001309115,2017,1
https://openalex.org/A5001310040,2017,1
https://openalex.org/A5001310604,2017,1
https://openalex.org/A5001312727,2017,7
https://openalex.org/A5001315059,2017,3
https://openalex.org/A5001319148,2017,4
https://openalex.org/A5001322836,2017,1
https://openalex.org/A5001328683,2017,1
https://openalex.org/A5001330546,2017,4
https://openalex.org/A5001331480,2017,1
https://openalex.org/A5001332634,2017,5
https://openalex.org/A5001340491,2017,1
https://openalex.org/A5001340667,2017,8
https://openalex.org/A5001342163,2017,1
https://openalex.org/A5001342594,2017,3
https://openalex.org/A5001344726,2017,5
https://openalex.org/A5001349645,2017,1
https://openalex.org/A5001352568,2017,3
https://openalex.org/A5001354938,2017,5
https://openalex.org/A5001355478,2017,5
https://openalex.org/A5001355968,2017,1
https://openalex.org/A5001356724,2017,8
https://openalex.org/A5001359020,2017,7
https://openalex.org/A5001367440,2017,2
https://openalex.org/A5001370097,2017,2
https://openalex.org/A5001377522,2017,1
https://openalex.org/A5001383535,2017,4
https://openalex.org/A5001385628,2017,6
https://openalex.org/A5001386796,2017,1
https://openalex.org/A5001387641,2017,1
https://openalex.org/A5001387785,2017,1
https://openalex.org/A5001388269,2017,1
https://openalex.org/A5001389927,2017,1
https://openalex.org/A5001390341,2017,1
https://openalex.org/A5001392142,2017,5
https://openalex.org/A5001392596,2017,1
https://openalex.org/A5001395483,2017,2
https://openalex.org/A5001396675,2017,9
https://openalex.org/A5001401416,2017,2
https://openalex.org/A5001402598,2017,1
https://openalex.org/A5001405009,2017,10
https://openalex.org/A5001405796,2017,5
https://openalex.org/A5001413512,2017,4
https://openalex.org/A5001422049,2017,4
https://openalex.org/A5001422066,2017,1
https://openalex.org/A5001422722,2017,2
https://openalex.org/A5001423624,2017,9
https://openalex.org/A5001425469,2017,2
https://openalex.org/A5001426969,2017,1
https://openalex.org/A5001429047,2017,1
https://openalex.org/A5001429654,2017,2
https://openalex.org/A5001436135,2017,1
https://openalex.org/A5001437258,2017,1
https://openalex.org/A5001438789,2017,2
https://openalex.org/A5001440882,2017,4
https://openalex.org/A5001441205,2017,3
https://openalex.org/A5001442135,2017,1
https://openalex.org/A5001443960,2017,1
https://openalex.org/A5001449057,2017,5
https://openalex.org/A5001449058,2017,1
https://openalex.org/A5001449157,2017,5
https://openalex.org/A5001449750,2017,3
https://openalex.org/A5001452215,2017,4
https://openalex.org/A5001452511,2017,3
https://openalex.org/A5001455682,2017,10
https://openalex.org/A5001459508,2017,1
https://openalex.org/A5001459748,2017,16
https://openalex.org/A5001459810,2017,7
https://openalex.org/A5001469325,2017,18
https://openalex.org/A5001470897,2017,2
https://openalex.org/A5001471616,2017,2
https://openalex.org/A5001480164,2017,1
https://openalex.org/A5001481378,2017,1
https://openalex.org/A5001482627,2017,1
https://openalex.org/A5001483191,2017,1
https://openalex.org/A5001483408,2017,1
https://openalex.org/A5001484655,2017,2
https://openalex.org/A5001486765,2017,3
https://openalex.org/A5001487094,2017,7
https://openalex.org/A5001489548,2017,5
https://openalex.org/A5001492395,2017,1
https://openalex.org/A5001492517,2017,2
https://openalex.org/A5001494883,2017,2
https://openalex.org/A5001497043,2017,1
https://openalex.org/A5001497680,2017,6
https://openalex.org/A5001500946,2017,3
https://openalex.org/A5001502105,2017,1
