model_name,model_type,sample_name,formula,term,coef,std_err,stat,p_value,ci_low,ci_high,nobs,aic,bic,rsquared,rsquared_adj
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),Intercept,0.498908803802662,0.040347350043015304,12.365342538500373,4.02491880627193e-35,0.4198294508467214,0.5779881567586026,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(stage)[T.Phase2],-0.2371330692384926,0.017267266769529412,-13.73309814480588,6.432303433916774e-43,-0.2709762902182155,-0.20328984825876967,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(stage)[T.Phase3],-0.5888171426532539,0.017024494762793965,-34.58646796027564,4.036279282689933e-262,-0.6221845392433208,-0.555449746063187,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.EP],0.10087978421012474,0.0718515363822589,1.40400316109362,0.1603179082573497,-0.039946639332972086,0.24170620775322155,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.GA],0.07607800022354373,0.05183374158265427,1.4677312094522346,0.14217724969813542,-0.02551426646241481,0.17767026690950227,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.HE],0.03903792124532488,0.08122840969232202,0.4805944298699581,0.6308047750428527,-0.12016683627309055,0.1982426787637403,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.IM],0.03448500054889246,0.04342869942583422,0.7940601723011427,0.4271604022576456,-0.050633686221157936,0.11960368731894286,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.SR],0.01799389864048182,0.0606922802009563,0.29647755169031037,0.7668654079305357,-0.10096078469300593,0.13694858197396956,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.dis-nn],0.09860429577338697,0.07045143291182235,1.3996066750948983,0.16163113398179563,-0.03947797539302467,0.23668656693979861,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.mes-hall],-0.03654349262063098,0.0585454632186036,-0.6241899988762716,0.5325028141354169,-0.15129049198730846,0.07820350674604651,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.mtrl-sci],0.12834325328729695,0.044342975436798285,2.894331109337118,0.0037996725464714528,0.04143261846382805,0.21525388811076585,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
S5_AnyHSSCiter_Continuous_LPM,ols,main,Any_HSS_Citer ~ HSS_Continuous + has_hss_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.other],-0.19058013839900595,0.14448904541521082,-1.3189936846170276,0.1871712238041643,-0.4737734635733914,0.0926131867753795,138824.0,131201.6997034851,132599.11633911848,0.17861024955112048,0.17777513068339945
