model_name,model_type,sample_name,formula,term,coef,std_err,stat,p_value,ci_low,ci_high,nobs,rsquared,rsquared_adj,aic,bic
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),Intercept,0.0092119779535855,0.04240752182253001,0.2172250949285939,0.8280329286518927,-0.07390523749216972,0.09232919339934072,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(stage)[T.Phase2],-0.05151412190598269,0.028973901986006006,-1.7779490636388324,0.07541222099747201,-0.10830192629014801,0.005273682478182627,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(stage)[T.Phase3],-0.11566827453405154,0.028799966047600566,-4.016264267217367,5.91279503259413e-05,-0.17211517074332502,-0.059221378324778064,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.EP],-0.09925065126739986,0.05009938873056848,-1.9810750945717908,0.04758285281066603,-0.19744364882678594,-0.0010576537080137782,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.GA],0.019149484964309845,0.09031301684143322,0.21203460623988998,0.8320800362090722,-0.15786077538005863,0.19615974530867833,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.HE],-0.03720676418567228,0.06716325228264414,-0.5539750223692934,0.5795959399174072,-0.16884431974423236,0.09443079137288779,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.IM],-0.059627743910539696,0.04419437209825159,-1.349215772949033,0.17726766994452559,-0.14624712154247466,0.026991633721395278,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.astro-ph.SR],-0.0941459789991954,0.09817766623933846,-0.9589347822720232,0.3375916010687353,-0.28657066891449273,0.09827871091610195,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.dis-nn],0.02644244345539379,0.08542668695381346,0.309533758106411,0.7569155368784071,-0.1409907862926583,0.19387567320344587,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.mes-hall],-0.13759815647936727,0.03572614166660794,-3.8514698218300967,0.00011741100064933285,-0.2076201074524946,-0.06757620550623993,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.mtrl-sci],0.2998409581590135,0.06788725772114998,4.416748712853066,1.001965980186037e-05,0.16678437801637086,0.43289753830165617,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.other],-0.10536704889194869,0.056515635103010116,-1.8643875929182765,0.06226729395347875,-0.21613565825725614,0.0054015604733587685,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.quant-gas],-0.13702466945195402,0.034518023645606896,-3.969655703894656,7.197655992199958e-05,-0.20467875261484553,-0.06937058628906252,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
R1_LogRCR_Continuous_BroadTopicControl,ols,main,Log_RCR ~ HSS_Continuous + social_topic_title_concepts + log_team_size + log_prior_knowledge + HSS_Diversity + C(stage) + C(arxiv_primary_category),C(arxiv_primary_category)[T.cond-mat.soft],-0.08642457512904479,0.06322785617236718,-1.3668749877180781,0.17166449315751242,-0.210348896046563,0.037499745788473426,138824.0,0.046577216323466786,0.045607857556659304,231184.18184790268,232581.59848353607
